sr_number,sr_type,owner_department,created_date,closed_date,days_to_close,sla_days,excess_days,ward
SR19-02432755,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-09 15:52:49,2020-09-01 13:25:41,357.8978240740741,10.0,347.8978240740741,22.0
SR22-00679716,Sidewalk Inspection Request,CDOT - Department of Transportation,2022-04-25 12:33:21,2023-04-18 09:57:05,357.8914814814815,10.0,347.8914814814815,17.0
SR20-03760586,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2020-03-23 14:57:31,2021-03-16 10:15:55,357.80444444444447,10.0,347.80444444444447,10.0
SR20-04825204,Sidewalk Inspection Request,CDOT - Department of Transportation,2020-08-13 21:40:12,2021-08-06 14:28:38,357.70030092592594,10.0,347.70030092592594,31.0
SR19-01649596,Tree Removal Inspection,Streets and Sanitation,2019-06-06 19:35:32,2020-05-29 10:56:05,357.63927083333334,10.0,347.63927083333334,19.0
SR20-04738581,Sidewalk Inspection Request,CDOT - Department of Transportation,2020-08-04 11:59:16,2021-07-27 15:03:13,357.1277430555556,10.0,347.1277430555556,36.0
SR25-00295632,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2025-02-24 14:51:15,2026-02-16 14:32:47,356.98717592592595,10.0,346.98717592592595,46.0
SR19-01764332,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-06-21 14:20:18,2020-06-12 09:00:45,356.7780902777778,10.0,346.7780902777778,26.0
SR19-01552562,Alley Light Out Complaint,CDOT - Department of Transportation,2019-05-23 16:38:12,2020-05-13 23:15:52,356.2761574074074,10.0,346.2761574074074,23.0
SR19-02804001,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-24 13:23:05,2020-10-14 14:48:27,356.0592824074074,10.0,346.0592824074074,24.0
SR19-03191618,Street Light Out Complaint,CDOT - Department of Transportation,2019-12-23 18:39:28,2020-12-13 18:51:14,356.00817129629627,10.0,346.00817129629627,
SR19-02145328,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-07 13:27:48,2020-07-28 13:19:04,355.9939351851852,10.0,345.9939351851852,11.0
SR19-02148569,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-07 20:27:19,2020-07-28 13:19:04,355.7026041666667,10.0,345.7026041666667,11.0
SR20-04067804,Tree Planting Request,Streets and Sanitation,2020-05-07 13:13:27,2021-04-28 03:24:40,355.5911226851852,10.0,345.5911226851852,41.0
SR19-02235283,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-18 09:41:28,2020-08-07 12:31:13,355.11788194444443,10.0,345.11788194444443,45.0
SR19-02154172,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-08 12:43:08,2020-07-28 15:31:25,355.11686342592594,10.0,345.11686342592594,39.0
SR19-02656259,No Building Permit and Construction Violation,DOB - Buildings,2019-10-05 11:13:01,2020-09-24 14:00:50,355.1165393518518,10.0,345.1165393518518,32.0
SR19-03130825,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-12-13 10:45:24,2020-12-02 12:50:05,355.0865856481482,10.0,345.0865856481482,39.0
SR19-01454525,Tree Planting Request,Streets and Sanitation,2019-05-08 13:46:14,2020-04-27 13:39:41,354.9954513888889,10.0,344.9954513888889,32.0
SR20-04283807,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-05 16:58:49,2021-05-26 15:52:58,354.95427083333334,10.0,344.95427083333334,37.0
SR19-02826333,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-28 05:30:36,2020-10-16 14:20:33,354.36802083333333,10.0,344.36802083333333,47.0
SR19-02666940,No Building Permit and Construction Violation,DOB - Buildings,2019-10-07 11:06:21,2020-09-24 14:00:50,353.1211689814815,10.0,343.1211689814815,32.0
SR19-02186088,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-12 16:46:07,2020-07-30 19:24:27,353.1099537037037,10.0,343.1099537037037,17.0
SR19-02431704,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2019-09-09 14:33:41,2020-08-27 11:43:09,352.8815740740741,10.0,342.8815740740741,41.0
SR19-01325763,Alley Light Out Complaint,CDOT - Department of Transportation,2019-04-13 22:27:12,2020-03-31 15:59:45,352.7309375,10.0,342.7309375,35.0
SR19-02289716,Street Light Out Complaint,CDOT - Department of Transportation,2019-08-23 18:56:08,2020-08-10 08:15:48,352.55532407407406,10.0,342.55532407407406,3.0
SR19-02296602,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-24 20:52:26,2020-08-11 06:09:09,352.3866087962963,10.0,342.3866087962963,10.0
SR18-00099701,Alley Light Out Complaint,CDOT - Department of Transportation,2018-07-31 13:36:33,2019-07-18 17:40:38,352.1695023148148,10.0,342.1695023148148,10.0
SR19-02674869,No Building Permit and Construction Violation,DOB - Buildings,2019-10-08 10:14:51,2020-09-24 14:00:50,352.1569328703704,10.0,342.1569328703704,32.0
SR19-02494815,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-16 11:28:46,2020-09-02 11:10:13,351.9871180555556,10.0,341.9871180555556,45.0
SR19-03138104,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-12-14 16:20:24,2020-11-30 11:50:12,351.8123611111111,10.0,341.8123611111111,45.0
SR19-02178292,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 21:59:29,2020-07-28 15:31:25,351.73050925925924,10.0,341.73050925925924,39.0
SR19-02178299,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:01:21,2020-07-28 15:31:25,351.72921296296295,10.0,341.72921296296295,39.0
SR19-02178306,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:02:58,2020-07-28 15:31:25,351.72809027777777,10.0,341.72809027777777,39.0
SR19-02178318,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:04:32,2020-07-28 15:31:25,351.7270023148148,10.0,341.7270023148148,39.0
SR19-02178416,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:31:11,2020-07-28 15:31:25,351.7084953703704,10.0,341.7084953703704,39.0
SR19-02178430,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:34:21,2020-07-28 15:31:25,351.7062962962963,10.0,341.7062962962963,39.0
SR19-02178439,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:36:20,2020-07-28 15:31:25,351.70491898148146,10.0,341.70491898148146,39.0
SR19-02178488,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:51:30,2020-07-28 15:31:25,351.6943865740741,10.0,341.6943865740741,39.0
SR19-02178490,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:52:32,2020-07-28 15:31:25,351.6936689814815,10.0,341.6936689814815,39.0
SR19-02178500,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 22:55:35,2020-07-28 15:31:25,351.6915509259259,10.0,341.6915509259259,39.0
SR19-02178528,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 23:07:46,2020-07-28 15:31:25,351.68309027777775,10.0,341.68309027777775,39.0
SR19-02178532,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 23:08:47,2020-07-28 15:31:25,351.68238425925927,10.0,341.68238425925927,39.0
SR19-02178533,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 23:10:02,2020-07-28 15:31:25,351.6815162037037,10.0,341.6815162037037,39.0
SR19-02178539,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-11 23:11:09,2020-07-28 15:31:25,351.68074074074076,10.0,341.68074074074076,39.0
SR19-02784271,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-22 11:52:12,2020-10-07 16:02:41,351.17394675925925,10.0,341.17394675925925,8.0
SR19-02182063,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:21:01,2020-07-28 15:31:25,351.1738888888889,10.0,341.1738888888889,39.0
SR19-02182084,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:22:20,2020-07-28 15:31:25,351.172974537037,10.0,341.172974537037,39.0
SR19-02182120,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:24:01,2020-07-28 15:31:25,351.1718055555556,10.0,341.1718055555556,39.0
SR19-02182151,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:25:42,2020-07-28 15:31:25,351.1706365740741,10.0,341.1706365740741,39.0
SR19-02182167,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:27:04,2020-07-28 15:31:25,351.1696875,10.0,341.1696875,39.0
SR19-02182185,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:28:45,2020-07-28 15:31:25,351.1685185185185,10.0,341.1685185185185,39.0
SR19-02182246,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:33:59,2020-07-28 15:31:25,351.1648842592593,10.0,341.1648842592593,39.0
SR19-02182261,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-12 11:35:25,2020-07-28 15:31:25,351.1638888888889,10.0,341.1638888888889,39.0
SR19-02678089,Tree Removal Inspection,Streets and Sanitation,2019-10-08 15:02:36,2020-09-23 10:45:23,350.8213773148148,10.0,340.8213773148148,50.0
SR23-00548292,Sidewalk Inspection Request,CDOT - Department of Transportation,2023-04-11 13:03:44,2024-03-27 06:24:58,350.7230787037037,10.0,340.7230787037037,10.0
SR19-02188582,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:28:47,2020-07-28 15:31:25,350.6268287037037,10.0,340.6268287037037,39.0
SR19-02188585,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:30:43,2020-07-28 15:31:25,350.6254861111111,10.0,340.6254861111111,39.0
SR19-02188589,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:32:11,2020-07-28 15:31:25,350.62446759259257,10.0,340.62446759259257,39.0
SR19-02188611,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:43:53,2020-07-28 15:31:25,350.6163425925926,10.0,340.6163425925926,39.0
SR19-02188614,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:44:52,2020-07-28 15:31:25,350.61565972222223,10.0,340.61565972222223,39.0
SR19-02188616,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:46:25,2020-07-28 15:31:25,350.6145833333333,10.0,340.6145833333333,39.0
SR19-02188617,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 00:47:47,2020-07-28 15:31:25,350.61363425925924,10.0,340.61363425925924,39.0
SR19-01903201,Tree Planting Request,Streets and Sanitation,2019-07-09 19:18:54,2020-06-24 09:56:23,350.60936342592595,10.0,340.60936342592595,1.0
SR19-02188746,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 03:14:17,2020-07-28 15:31:25,350.51189814814813,10.0,340.51189814814813,39.0
SR19-02188747,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 03:15:29,2020-07-28 15:31:25,350.5110648148148,10.0,340.5110648148148,39.0
SR19-02188750,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 03:16:45,2020-07-28 15:31:25,350.5101851851852,10.0,340.5101851851852,39.0
SR19-02189581,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 07:43:08,2020-07-28 15:31:25,350.32519675925926,10.0,340.32519675925926,39.0
SR19-02189590,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 07:44:09,2020-07-28 15:31:25,350.3244907407407,10.0,340.3244907407407,39.0
SR25-00238714,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-02-13 15:38:32,2026-01-29 22:27:34,350.28405092592595,10.0,340.28405092592595,44.0
SR23-00504060,Sidewalk Inspection Request,CDOT - Department of Transportation,2023-04-03 10:33:53,2024-03-18 12:51:07,350.0953009259259,10.0,340.0953009259259,18.0
SR19-03056440,Water On Street Complaint,DWM - Department of Water Management,2019-12-02 08:34:30,2020-11-16 09:25:06,350.03513888888887,10.0,340.03513888888887,19.0
SR19-01078403,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-27 07:14:15,2020-02-12 06:41:43,349.9774074074074,10.0,339.9774074074074,
SR19-02196230,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 16:10:15,2020-07-28 15:31:25,349.9730324074074,10.0,339.9730324074074,39.0
SR19-02196237,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 16:11:23,2020-07-28 15:31:25,349.9722453703704,10.0,339.9722453703704,39.0
SR19-02196290,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-13 16:12:49,2020-07-28 15:31:25,349.97125,10.0,339.97125,39.0
SR20-03277566,Shared Cost Sidewalk Program Request,CDOT - Department of Transportation,2020-01-07 17:23:34,2020-12-22 11:50:17,349.76855324074074,10.0,339.76855324074074,34.0
SR25-00312435,Street Light Out Complaint,CDOT - Department of Transportation,2025-02-27 07:54:12,2026-02-12 01:54:05,349.74991898148147,10.0,339.74991898148147,4.0
SR20-04230867,Sidewalk Inspection Request,CDOT - Department of Transportation,2020-05-29 14:57:03,2021-05-14 08:44:42,349.7414236111111,10.0,339.7414236111111,37.0
SR19-02909247,Alley Light Out Complaint,CDOT - Department of Transportation,2019-11-08 11:12:19,2020-10-22 18:00:45,349.28363425925926,10.0,339.28363425925926,34.0
SR19-02224265,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-16 12:46:23,2020-07-30 19:24:27,349.27643518518516,10.0,339.27643518518516,17.0
SR20-04442984,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-27 09:19:10,2021-06-11 12:49:15,349.1458912037037,10.0,339.1458912037037,8.0
SR19-02205647,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:22:26,2020-07-28 15:31:25,349.0479050925926,10.0,339.0479050925926,39.0
SR19-02205665,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:24:09,2020-07-28 15:31:25,349.04671296296294,10.0,339.04671296296294,39.0
SR19-02205680,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:25:25,2020-07-28 15:31:25,349.04583333333335,10.0,339.04583333333335,39.0
SR19-02205692,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:26:44,2020-07-28 15:31:25,349.0449189814815,10.0,339.0449189814815,39.0
SR19-02205733,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:28:36,2020-07-28 15:31:25,349.0436226851852,10.0,339.0436226851852,39.0
SR19-02205937,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:45:03,2020-07-28 15:31:25,349.0321990740741,10.0,339.0321990740741,39.0
SR19-02205949,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:46:21,2020-07-28 15:31:25,349.0312962962963,10.0,339.0312962962963,39.0
SR19-02205992,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:50:47,2020-07-28 15:31:25,349.02821759259257,10.0,339.02821759259257,39.0
SR19-02206007,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:52:02,2020-07-28 15:31:25,349.027349537037,10.0,339.027349537037,39.0
SR19-02206025,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:53:30,2020-07-28 15:31:25,349.02633101851853,10.0,339.02633101851853,39.0
SR19-02206033,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:54:36,2020-07-28 15:31:25,349.0255671296296,10.0,339.0255671296296,39.0
SR19-02206048,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:56:28,2020-07-28 15:31:25,349.02427083333333,10.0,339.02427083333333,39.0
SR19-02206068,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-14 14:58:49,2020-07-28 15:31:25,349.0226388888889,10.0,339.0226388888889,39.0
SR22-00985816,Sidewalk Inspection Request,CDOT - Department of Transportation,2022-06-10 14:06:47,2023-05-25 08:13:09,348.7544212962963,10.0,338.7544212962963,45.0
SR19-02693107,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-10 09:22:00,2020-09-22 13:50:44,348.18662037037035,10.0,338.18662037037035,46.0
SR19-02213990,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-15 12:18:52,2020-07-28 15:31:25,348.13371527777775,10.0,338.13371527777775,39.0
SR19-02214016,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-15 12:21:09,2020-07-28 15:31:25,348.1321296296296,10.0,338.1321296296296,39.0
SR19-02214034,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-15 12:23:04,2020-07-28 15:31:25,348.1307986111111,10.0,338.1307986111111,39.0
SR19-02214051,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-15 12:24:51,2020-07-28 15:31:25,348.1295601851852,10.0,338.1295601851852,39.0
SR25-00348148,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2025-03-05 12:35:46,2026-02-16 14:36:51,348.0840856481482,10.0,338.0840856481482,46.0
SR25-00348175,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2025-03-05 12:38:43,2026-02-16 14:33:36,348.0797800925926,10.0,338.0797800925926,46.0
SR25-00348201,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2025-03-05 12:41:32,2026-02-16 14:33:32,348.0777777777778,10.0,338.0777777777778,46.0
SR19-02823387,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-27 13:39:03,2020-10-09 11:24:35,347.9066203703704,10.0,337.9066203703704,8.0
SR19-01437799,Sidewalk Inspection Request,CDOT - Department of Transportation,2019-05-06 01:43:57,2020-04-17 12:27:47,347.44710648148146,10.0,337.44710648148146,23.0
SR25-00311896,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-02-27 00:40:17,2026-02-09 11:12:10,347.4388078703704,10.0,337.4388078703704,10.0
SR19-01864672,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-07-05 08:35:01,2020-06-16 12:05:34,347.1462152777778,10.0,337.1462152777778,7.0
SR19-01119076,Pothole in Street Complaint,CDOT - Department of Transportation,2019-03-07 07:40:37,2020-02-17 09:35:55,347.08006944444446,10.0,337.08006944444446,
SR19-02225117,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-16 14:03:25,2020-07-28 15:31:25,347.06111111111113,10.0,337.06111111111113,39.0
SR19-02225133,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-16 14:05:01,2020-07-28 15:31:25,347.06,10.0,337.06,39.0
SR19-02225145,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-16 14:06:25,2020-07-28 15:31:25,347.05902777777777,10.0,337.05902777777777,39.0
SR19-02757837,Sign Repair Request - Stop Sign,CDOT - Department of Transportation,2019-10-18 14:12:25,2020-09-29 14:35:49,347.01625,10.0,337.01625,22.0
SR19-01404940,Alley Light Out Complaint,CDOT - Department of Transportation,2019-04-29 12:56:11,2020-04-10 09:09:19,346.8424537037037,10.0,336.8424537037037,34.0
SR25-00323754,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-02-28 16:46:50,2026-02-10 12:00:15,346.8009837962963,10.0,336.8009837962963,10.0
SR19-03229394,Alley Sewer Inspection Request,DWM - Department of Water Management,2019-12-30 18:28:21,2020-12-11 09:23:17,346.62148148148145,10.0,336.62148148148145,38.0
SR19-01813086,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2019-06-27 20:31:15,2020-06-08 08:37:13,346.5041435185185,10.0,336.5041435185185,37.0
SR19-02244659,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-19 12:43:40,2020-07-30 19:24:27,346.27832175925926,10.0,336.27832175925926,17.0
SR25-00286326,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-02-22 16:42:06,2026-02-03 22:51:09,346.25628472222223,10.0,336.25628472222223,16.0
SR20-04347338,Tree Planting Request,Streets and Sanitation,2020-06-14 09:28:08,2021-05-26 14:48:08,346.22222222222223,10.0,336.22222222222223,45.0
SR25-00326399,Inspect Public Way Request,CDOT - Department of Transportation,2025-03-01 10:45:38,2026-02-10 13:24:15,346.11015046296296,10.0,336.11015046296296,1.0
SR20-04317222,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-10 10:22:24,2021-05-22 11:44:01,346.0566782407407,10.0,336.0566782407407,34.0
SR21-00972020,Tree Removal Inspection,Streets and Sanitation,2021-06-08 13:51:58,2022-05-20 10:17:34,345.8511111111111,10.0,335.8511111111111,36.0
SR21-01511103,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2021-08-25 08:40:03,2022-08-05 12:19:39,345.1525,10.0,335.1525,28.0
SR20-04044830,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2020-05-04 13:42:50,2021-04-14 09:42:49,344.83332175925926,10.0,334.83332175925926,50.0
SR19-01675696,Alley Light Out Complaint,CDOT - Department of Transportation,2019-06-10 21:59:39,2020-05-20 15:52:19,344.7449074074074,10.0,334.7449074074074,12.0
SR25-00342601,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-04 15:22:39,2026-02-12 08:10:55,344.7001851851852,10.0,334.7001851851852,38.0
SR19-02242012,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:41:01,2020-07-28 15:31:25,344.24333333333334,10.0,334.24333333333334,39.0
SR19-02242034,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:42:25,2020-07-28 15:31:25,344.2423611111111,10.0,334.2423611111111,39.0
SR19-02242048,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:43:38,2020-07-28 15:31:25,344.2415162037037,10.0,334.2415162037037,39.0
SR19-02242071,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:44:48,2020-07-28 15:31:25,344.2407060185185,10.0,334.2407060185185,39.0
SR19-02242116,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:46:39,2020-07-28 15:31:25,344.2394212962963,10.0,334.2394212962963,39.0
SR19-02242131,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:47:50,2020-07-28 15:31:25,344.23859953703703,10.0,334.23859953703703,39.0
SR19-02242166,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:51:04,2020-07-28 15:31:25,344.2363541666667,10.0,334.2363541666667,39.0
SR19-02242183,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:52:23,2020-07-28 15:31:25,344.2354398148148,10.0,334.2354398148148,39.0
SR19-02242203,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-19 09:53:55,2020-07-28 15:31:25,344.234375,10.0,334.234375,39.0
SR19-02173687,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-11 07:19:32,2020-07-20 12:27:36,344.21393518518516,10.0,334.21393518518516,21.0
SR25-00329384,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-02 08:25:46,2026-02-09 11:12:10,344.11555555555555,10.0,334.11555555555555,10.0
SR19-01886332,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-07-08 10:39:58,2020-06-16 12:05:34,344.05944444444447,10.0,334.05944444444447,7.0
SR19-01311408,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2019-04-11 10:17:15,2020-03-20 10:28:57,344.008125,10.0,334.008125,12.0
SR19-00157152,Check for Leak,DWM - Department of Water Management,2019-02-04 08:09:03,2020-01-14 05:14:04,343.8784837962963,10.0,333.8784837962963,7.0
SR19-00033355,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-08 09:10:29,2019-12-18 05:52:28,343.8624884259259,10.0,333.8624884259259,7.0
SR19-03076457,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-12-04 16:59:02,2020-11-12 12:13:02,343.8013888888889,10.0,333.8013888888889,9.0
SR19-03076459,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-12-04 16:59:49,2020-11-12 12:13:02,343.8008449074074,10.0,333.8008449074074,9.0
SR25-00311083,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-02-26 19:14:21,2026-02-05 13:56:46,343.77945601851854,10.0,333.77945601851854,28.0
SR19-02268915,Traffic Signal Out Complaint,CDOT - Department of Transportation,2019-08-21 17:24:19,2020-07-30 06:23:00,343.5407523148148,10.0,333.5407523148148,10.0
SR19-00038400,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-08 19:55:08,2019-12-18 05:52:28,343.4148148148148,10.0,333.4148148148148,7.0
SR19-02370375,Alley Light Out Complaint,CDOT - Department of Transportation,2019-09-02 20:42:24,2020-08-11 06:09:09,343.3935763888889,10.0,333.3935763888889,10.0
SR19-02937718,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-11-13 10:15:29,2020-10-21 14:01:16,343.1567939814815,10.0,333.1567939814815,5.0
SR19-02257263,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:04:09,2020-07-28 15:31:25,343.01893518518517,10.0,333.01893518518517,39.0
SR19-02257275,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:05:22,2020-07-28 15:31:25,343.0180902777778,10.0,333.0180902777778,39.0
SR19-02257295,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:06:36,2020-07-28 15:31:25,343.0172337962963,10.0,333.0172337962963,39.0
SR19-02257308,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:07:55,2020-07-28 15:31:25,343.01631944444443,10.0,333.01631944444443,39.0
SR19-02257330,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:09:29,2020-07-28 15:31:25,343.01523148148146,10.0,333.01523148148146,39.0
SR19-02257361,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:11:28,2020-07-28 15:31:25,343.01385416666665,10.0,333.01385416666665,39.0
SR19-02257370,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:12:33,2020-07-28 15:31:25,343.01310185185184,10.0,333.01310185185184,39.0
SR19-02257385,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-20 15:13:32,2020-07-28 15:31:25,343.01241898148146,10.0,333.01241898148146,39.0
SR19-01560267,Tree Planting Request,Streets and Sanitation,2019-05-24 17:57:25,2020-05-01 15:17:54,342.889224537037,10.0,332.889224537037,12.0
SR19-01351409,Sewer Cave-In Inspection Request,DWM - Department of Water Management,2019-04-18 15:59:40,2020-03-26 12:40:47,342.86188657407405,10.0,332.86188657407405,41.0
SR19-00036172,Sidewalk Inspection Request,CDOT - Department of Transportation,2019-01-08 13:59:27,2019-12-17 10:21:00,342.8482986111111,10.0,332.8482986111111,1.0
SR20-04445995,Tree Removal Inspection,Streets and Sanitation,2020-06-27 16:59:03,2021-06-05 09:57:18,342.70711805555555,10.0,332.70711805555555,24.0
SR20-05233777,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-10-08 19:41:32,2021-09-16 12:11:09,342.6872337962963,10.0,332.6872337962963,9.0
SR19-01015849,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-14 20:21:49,2020-01-23 09:37:38,342.55265046296296,10.0,332.55265046296296,50.0
SR19-01015855,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-14 20:23:23,2020-01-23 09:37:38,342.5515625,10.0,332.5515625,50.0
SR20-03538121,Traffic Signal Out Complaint,CDOT - Department of Transportation,2020-02-18 10:12:21,2021-01-25 18:22:52,342.3406365740741,10.0,332.3406365740741,2.0
