customer_id,touchpoint_order,total_touchpoints,channel,converted,revenue
244,4,5,Instagram,0,0.0
244,5,5,YouTube,0,0.0
245,1,6,Email,0,0.0
245,2,6,Instagram,0,0.0
245,3,6,Instagram,0,0.0
245,4,6,YouTube,0,0.0
245,5,6,Direct,0,0.0
245,6,6,YouTube,0,0.0
246,1,1,Email,0,0.0
247,1,1,Email,1,170.85
248,1,6,Organic SEO,0,0.0
248,2,6,Direct,0,0.0
248,3,6,YouTube,0,0.0
248,4,6,Instagram,0,0.0
248,5,6,Instagram,0,0.0
248,6,6,Instagram,0,0.0
249,1,1,Instagram,0,0.0
250,1,6,Facebook,0,0.0
250,2,6,YouTube,0,0.0
250,3,6,Instagram,0,0.0
250,4,6,Organic SEO,0,0.0
250,5,6,Instagram,0,0.0
250,6,6,Direct,0,0.0
251,1,6,Google Search,0,0.0
251,2,6,YouTube,0,0.0
251,3,6,Google Search,0,0.0
251,4,6,YouTube,0,0.0
251,5,6,Organic SEO,0,0.0
251,6,6,Instagram,0,0.0
252,1,3,Email,1,0.0
252,2,3,Facebook,1,0.0
252,3,3,Email,1,113.31
253,1,5,Google Search,0,0.0
253,2,5,YouTube,0,0.0
253,3,5,Email,0,0.0
253,4,5,Email,0,0.0
253,5,5,Instagram,0,0.0
254,1,3,Direct,0,0.0
254,2,3,YouTube,0,0.0
254,3,3,Organic SEO,0,0.0
255,1,3,Google Search,1,0.0
255,2,3,YouTube,1,0.0
255,3,3,Organic SEO,1,62.13
256,1,6,YouTube,0,0.0
256,2,6,Email,0,0.0
256,3,6,YouTube,0,0.0
256,4,6,Organic SEO,0,0.0
256,5,6,Email,0,0.0
256,6,6,Email,0,0.0
257,1,2,YouTube,0,0.0
257,2,2,Direct,0,0.0
258,1,6,Organic SEO,0,0.0
258,2,6,Google Search,0,0.0
258,3,6,YouTube,0,0.0
258,4,6,Instagram,0,0.0
258,5,6,Google Search,0,0.0
258,6,6,Email,0,0.0
259,1,3,Organic SEO,1,0.0
259,2,3,Instagram,1,0.0
259,3,3,Facebook,1,128.93
260,1,1,Email,0,0.0
261,1,5,Direct,0,0.0
261,2,5,Direct,0,0.0
261,3,5,Organic SEO,0,0.0
261,4,5,Google Search,0,0.0
261,5,5,Email,0,0.0
262,1,2,YouTube,1,0.0
262,2,2,Facebook,1,96.35
263,1,6,Direct,1,0.0
263,2,6,Direct,1,0.0
263,3,6,Facebook,1,0.0
263,4,6,Instagram,1,0.0
263,5,6,Email,1,0.0
263,6,6,YouTube,1,177.34
264,1,4,YouTube,1,0.0
264,2,4,Direct,1,0.0
264,3,4,Direct,1,0.0
264,4,4,Facebook,1,55.07
265,1,4,Organic SEO,0,0.0
265,2,4,Facebook,0,0.0
265,3,4,YouTube,0,0.0
265,4,4,Instagram,0,0.0
266,1,3,Direct,1,0.0
266,2,3,Instagram,1,0.0
266,3,3,Email,1,71.57
267,1,2,Direct,1,0.0
267,2,2,Google Search,1,68.41
268,1,6,Instagram,1,0.0
268,2,6,Email,1,0.0
268,3,6,Organic SEO,1,0.0
268,4,6,YouTube,1,0.0
268,5,6,Instagram,1,0.0
268,6,6,Google Search,1,32.32
269,1,2,Facebook,1,0.0
269,2,2,Organic SEO,1,110.75
270,1,4,Google Search,0,0.0
270,2,4,Organic SEO,0,0.0
270,3,4,Direct,0,0.0
270,4,4,Organic SEO,0,0.0
271,1,4,Google Search,0,0.0
271,2,4,Instagram,0,0.0
271,3,4,Facebook,0,0.0
271,4,4,Organic SEO,0,0.0
272,1,1,Email,1,108.07
273,1,6,YouTube,1,0.0
273,2,6,Direct,1,0.0
273,3,6,Google Search,1,0.0
273,4,6,Email,1,0.0
273,5,6,Direct,1,0.0
273,6,6,YouTube,1,90.34
274,1,6,Instagram,0,0.0
274,2,6,YouTube,0,0.0
274,3,6,Organic SEO,0,0.0
274,4,6,Google Search,0,0.0
274,5,6,Facebook,0,0.0
274,6,6,Facebook,0,0.0
275,1,5,Instagram,0,0.0
275,2,5,Google Search,0,0.0
275,3,5,Email,0,0.0
275,4,5,Email,0,0.0
275,5,5,Google Search,0,0.0
276,1,5,Instagram,0,0.0
276,2,5,Google Search,0,0.0
276,3,5,Organic SEO,0,0.0
276,4,5,YouTube,0,0.0
276,5,5,Google Search,0,0.0
277,1,2,Direct,1,0.0
277,2,2,Email,1,76.39
278,1,3,Facebook,1,0.0
278,2,3,Email,1,0.0
278,3,3,YouTube,1,33.42
279,1,3,Google Search,0,0.0
279,2,3,Instagram,0,0.0
279,3,3,Instagram,0,0.0
280,1,5,Google Search,0,0.0
280,2,5,Organic SEO,0,0.0
280,3,5,Google Search,0,0.0
280,4,5,Email,0,0.0
280,5,5,Email,0,0.0
281,1,3,Direct,0,0.0
281,2,3,Email,0,0.0
281,3,3,Direct,0,0.0
282,1,5,Direct,1,0.0
282,2,5,Email,1,0.0
282,3,5,Google Search,1,0.0
282,4,5,Instagram,1,0.0
282,5,5,Direct,1,67.06
283,1,6,Instagram,0,0.0
283,2,6,YouTube,0,0.0
283,3,6,YouTube,0,0.0
283,4,6,Direct,0,0.0
283,5,6,Google Search,0,0.0
283,6,6,Direct,0,0.0
284,1,3,Facebook,1,0.0
284,2,3,Direct,1,0.0
284,3,3,Organic SEO,1,70.82
285,1,3,Instagram,1,0.0
285,2,3,Organic SEO,1,0.0
285,3,3,Instagram,1,51.34
286,1,6,Facebook,0,0.0
286,2,6,Email,0,0.0
286,3,6,Direct,0,0.0
286,4,6,Organic SEO,0,0.0
286,5,6,Email,0,0.0
286,6,6,Google Search,0,0.0
287,1,4,Direct,0,0.0
287,2,4,Organic SEO,0,0.0
287,3,4,Email,0,0.0
287,4,4,Organic SEO,0,0.0
288,1,4,Email,0,0.0
288,2,4,Direct,0,0.0
288,3,4,Facebook,0,0.0
288,4,4,Google Search,0,0.0
289,1,4,YouTube,1,0.0
289,2,4,Direct,1,0.0
289,3,4,Instagram,1,0.0
289,4,4,Email,1,80.41
290,1,6,Email,0,0.0
290,2,6,Instagram,0,0.0
290,3,6,Direct,0,0.0
290,4,6,Facebook,0,0.0
290,5,6,Instagram,0,0.0
290,6,6,Instagram,0,0.0
291,1,3,YouTube,0,0.0
291,2,3,Instagram,0,0.0
291,3,3,YouTube,0,0.0
292,1,1,Google Search,0,0.0
293,1,3,Instagram,1,0.0
293,2,3,Direct,1,0.0
293,3,3,Facebook,1,119.44
294,1,5,YouTube,0,0.0
294,2,5,Instagram,0,0.0
294,3,5,Google Search,0,0.0
294,4,5,Facebook,0,0.0
294,5,5,YouTube,0,0.0
295,1,5,Google Search,1,0.0
295,2,5,Facebook,1,0.0
295,3,5,Instagram,1,0.0
295,4,5,Email,1,0.0
295,5,5,Instagram,1,337.08
296,1,2,Instagram,0,0.0
296,2,2,Email,0,0.0
297,1,2,Organic SEO,1,0.0
297,2,2,Google Search,1,101.72
298,1,5,Email,0,0.0
298,2,5,Instagram,0,0.0
298,3,5,Facebook,0,0.0
298,4,5,Facebook,0,0.0
298,5,5,Instagram,0,0.0
299,1,3,YouTube,1,0.0
299,2,3,Organic SEO,1,0.0
299,3,3,Facebook,1,107.8
300,1,1,Instagram,0,0.0
301,1,4,Organic SEO,0,0.0
301,2,4,Direct,0,0.0
301,3,4,Organic SEO,0,0.0
301,4,4,Organic SEO,0,0.0
302,1,6,Google Search,0,0.0
302,2,6,Instagram,0,0.0
302,3,6,Organic SEO,0,0.0
302,4,6,Direct,0,0.0
302,5,6,YouTube,0,0.0
302,6,6,Organic SEO,0,0.0
303,1,3,Instagram,1,0.0
303,2,3,Google Search,1,0.0
303,3,3,Facebook,1,85.45
304,1,4,Google Search,0,0.0
304,2,4,Instagram,0,0.0
304,3,4,Email,0,0.0
304,4,4,Direct,0,0.0
305,1,5,Organic SEO,0,0.0
305,2,5,Google Search,0,0.0
305,3,5,Email,0,0.0
305,4,5,Direct,0,0.0
305,5,5,Instagram,0,0.0
306,1,4,Direct,0,0.0
306,2,4,Google Search,0,0.0
306,3,4,Organic SEO,0,0.0
306,4,4,YouTube,0,0.0
307,1,6,Instagram,1,0.0
307,2,6,Google Search,1,0.0
307,3,6,Direct,1,0.0
307,4,6,Instagram,1,0.0
307,5,6,YouTube,1,0.0
307,6,6,Direct,1,23.5
308,1,5,Organic SEO,1,0.0
308,2,5,Google Search,1,0.0
308,3,5,Google Search,1,0.0
308,4,5,Facebook,1,0.0
308,5,5,Facebook,1,88.36
309,1,6,Facebook,0,0.0
309,2,6,Organic SEO,0,0.0
309,3,6,Instagram,0,0.0
309,4,6,Facebook,0,0.0
309,5,6,Google Search,0,0.0
309,6,6,Facebook,0,0.0
310,1,3,Google Search,0,0.0
310,2,3,Email,0,0.0
310,3,3,Instagram,0,0.0
311,1,2,YouTube,1,0.0
311,2,2,YouTube,1,93.89
312,1,5,Direct,1,0.0
312,2,5,YouTube,1,0.0
312,3,5,Direct,1,0.0
312,4,5,Instagram,1,0.0
312,5,5,Direct,1,504.85
313,1,1,Organic SEO,0,0.0
314,1,3,YouTube,0,0.0
314,2,3,Direct,0,0.0
314,3,3,Email,0,0.0
315,1,4,Organic SEO,1,0.0
315,2,4,Instagram,1,0.0
315,3,4,YouTube,1,0.0
315,4,4,Email,1,78.68
316,1,6,Email,1,0.0
316,2,6,Instagram,1,0.0
316,3,6,YouTube,1,0.0
316,4,6,Facebook,1,0.0
316,5,6,Email,1,0.0
316,6,6,Instagram,1,111.17
317,1,2,Email,0,0.0
317,2,2,Direct,0,0.0
318,1,3,Organic SEO,0,0.0
318,2,3,Google Search,0,0.0
318,3,3,Email,0,0.0
319,1,3,Facebook,1,0.0
319,2,3,Google Search,1,0.0
319,3,3,Instagram,1,87.86
320,1,1,Email,0,0.0
321,1,5,Email,0,0.0
321,2,5,Organic SEO,0,0.0
321,3,5,Organic SEO,0,0.0
321,4,5,Direct,0,0.0
321,5,5,Organic SEO,0,0.0
322,1,2,Direct,0,0.0
322,2,2,Instagram,0,0.0
323,1,4,Organic SEO,0,0.0
323,2,4,Instagram,0,0.0
323,3,4,Google Search,0,0.0
323,4,4,Email,0,0.0
324,1,2,Facebook,1,0.0
324,2,2,Email,1,39.72
325,1,4,YouTube,1,0.0
325,2,4,Direct,1,0.0
325,3,4,YouTube,1,0.0
325,4,4,Email,1,200.33
326,1,1,Instagram,0,0.0
327,1,6,Email,1,0.0
327,2,6,Email,1,0.0
327,3,6,Google Search,1,0.0
327,4,6,Google Search,1,0.0
327,5,6,Instagram,1,0.0
327,6,6,Email,1,152.38
328,1,4,Instagram,0,0.0
328,2,4,Direct,0,0.0
328,3,4,Facebook,0,0.0
328,4,4,Organic SEO,0,0.0
329,1,1,Google Search,1,156.6
330,1,3,Direct,0,0.0
330,2,3,Email,0,0.0
330,3,3,Organic SEO,0,0.0
331,1,2,YouTube,1,0.0
331,2,2,Email,1,47.63
332,1,1,Google Search,1,240.32
333,1,4,Instagram,0,0.0
333,2,4,Facebook,0,0.0
333,3,4,Organic SEO,0,0.0
333,4,4,Google Search,0,0.0
334,1,3,Facebook,1,0.0
334,2,3,Organic SEO,1,0.0
334,3,3,Direct,1,33.74
335,1,3,Instagram,0,0.0
335,2,3,Instagram,0,0.0
335,3,3,Instagram,0,0.0
336,1,4,Direct,0,0.0
336,2,4,Email,0,0.0
336,3,4,YouTube,0,0.0
336,4,4,Organic SEO,0,0.0
337,1,6,Organic SEO,0,0.0
337,2,6,YouTube,0,0.0
337,3,6,YouTube,0,0.0
337,4,6,Facebook,0,0.0
337,5,6,YouTube,0,0.0
337,6,6,Organic SEO,0,0.0
338,1,2,Direct,1,0.0
338,2,2,YouTube,1,135.75
339,1,6,Direct,0,0.0
339,2,6,Direct,0,0.0
339,3,6,Email,0,0.0
339,4,6,Direct,0,0.0
339,5,6,Facebook,0,0.0
339,6,6,YouTube,0,0.0
340,1,2,Google Search,1,0.0
340,2,2,Email,1,417.1
341,1,6,Facebook,0,0.0
341,2,6,Instagram,0,0.0
341,3,6,YouTube,0,0.0
341,4,6,Instagram,0,0.0
341,5,6,Direct,0,0.0
341,6,6,Direct,0,0.0
342,1,5,Facebook,1,0.0
342,2,5,Email,1,0.0
342,3,5,YouTube,1,0.0
342,4,5,Instagram,1,0.0
342,5,5,Email,1,45.0
343,1,5,Email,0,0.0
343,2,5,Email,0,0.0
343,3,5,Direct,0,0.0
343,4,5,Direct,0,0.0
343,5,5,YouTube,0,0.0
344,1,5,Instagram,0,0.0
344,2,5,Organic SEO,0,0.0
344,3,5,Facebook,0,0.0
344,4,5,Email,0,0.0
344,5,5,Organic SEO,0,0.0
345,1,3,YouTube,0,0.0
345,2,3,YouTube,0,0.0
345,3,3,Instagram,0,0.0
346,1,5,Organic SEO,0,0.0
346,2,5,Direct,0,0.0
346,3,5,Facebook,0,0.0
346,4,5,Google Search,0,0.0
346,5,5,YouTube,0,0.0
347,1,4,Direct,1,0.0
347,2,4,Organic SEO,1,0.0
347,3,4,Direct,1,0.0
347,4,4,Email,1,60.56
348,1,6,Google Search,1,0.0
348,2,6,Organic SEO,1,0.0
348,3,6,YouTube,1,0.0
348,4,6,Direct,1,0.0
348,5,6,Facebook,1,0.0
348,6,6,Direct,1,96.52
349,1,5,YouTube,0,0.0
349,2,5,Google Search,0,0.0
349,3,5,YouTube,0,0.0
349,4,5,YouTube,0,0.0
349,5,5,Facebook,0,0.0
350,1,5,Facebook,0,0.0
350,2,5,Facebook,0,0.0
350,3,5,Google Search,0,0.0
350,4,5,Email,0,0.0
350,5,5,Instagram,0,0.0
351,1,2,Google Search,0,0.0
351,2,2,Instagram,0,0.0
352,1,4,YouTube,0,0.0
352,2,4,Organic SEO,0,0.0
352,3,4,Instagram,0,0.0
352,4,4,YouTube,0,0.0
353,1,3,Email,1,0.0
353,2,3,YouTube,1,0.0
353,3,3,Organic SEO,1,63.28
354,1,5,Facebook,0,0.0
354,2,5,Direct,0,0.0
354,3,5,Direct,0,0.0
354,4,5,Google Search,0,0.0
354,5,5,Organic SEO,0,0.0
355,1,2,Organic SEO,0,0.0
355,2,2,Google Search,0,0.0
356,1,4,Facebook,1,0.0
356,2,4,Direct,1,0.0
356,3,4,Organic SEO,1,0.0
356,4,4,Email,1,30.4
357,1,3,Instagram,1,0.0
357,2,3,Google Search,1,0.0
357,3,3,Organic SEO,1,94.44
358,1,6,Instagram,1,0.0
358,2,6,Instagram,1,0.0
358,3,6,Organic SEO,1,0.0
358,4,6,Direct,1,0.0
358,5,6,Instagram,1,0.0
358,6,6,Facebook,1,42.79
359,1,2,Direct,0,0.0
359,2,2,YouTube,0,0.0
360,1,1,Direct,0,0.0
361,1,5,YouTube,0,0.0
361,2,5,Facebook,0,0.0
361,3,5,YouTube,0,0.0
361,4,5,YouTube,0,0.0
361,5,5,Email,0,0.0
362,1,3,Google Search,1,0.0
362,2,3,YouTube,1,0.0
362,3,3,Facebook,1,125.4
363,1,3,Organic SEO,0,0.0
363,2,3,Google Search,0,0.0
363,3,3,Email,0,0.0
364,1,3,Organic SEO,1,0.0
364,2,3,Email,1,0.0
364,3,3,Direct,1,47.29
365,1,6,Email,0,0.0
365,2,6,Facebook,0,0.0
365,3,6,YouTube,0,0.0
365,4,6,Instagram,0,0.0
365,5,6,Facebook,0,0.0
365,6,6,YouTube,0,0.0
366,1,6,Direct,0,0.0
366,2,6,YouTube,0,0.0
366,3,6,YouTube,0,0.0
366,4,6,Organic SEO,0,0.0
366,5,6,Email,0,0.0
366,6,6,Facebook,0,0.0
367,1,4,Facebook,0,0.0
367,2,4,Direct,0,0.0
367,3,4,YouTube,0,0.0
367,4,4,Email,0,0.0
368,1,4,Direct,0,0.0
368,2,4,Direct,0,0.0
368,3,4,Direct,0,0.0
368,4,4,Direct,0,0.0
369,1,5,Organic SEO,0,0.0
369,2,5,Google Search,0,0.0
369,3,5,Instagram,0,0.0
369,4,5,YouTube,0,0.0
369,5,5,Google Search,0,0.0
370,1,1,Direct,0,0.0
371,1,2,YouTube,1,0.0
371,2,2,Facebook,1,266.39
372,1,5,Instagram,0,0.0
372,2,5,YouTube,0,0.0
372,3,5,Direct,0,0.0
372,4,5,Instagram,0,0.0
372,5,5,Organic SEO,0,0.0
373,1,1,Instagram,0,0.0
374,1,4,Instagram,1,0.0
374,2,4,Instagram,1,0.0
374,3,4,YouTube,1,0.0
374,4,4,Email,1,52.02
375,1,3,Direct,1,0.0
375,2,3,Direct,1,0.0
375,3,3,YouTube,1,71.85
376,1,3,YouTube,0,0.0
376,2,3,Instagram,0,0.0
376,3,3,Google Search,0,0.0
377,1,4,Google Search,0,0.0
377,2,4,Email,0,0.0
377,3,4,Direct,0,0.0
377,4,4,Direct,0,0.0
378,1,6,Organic SEO,1,0.0
378,2,6,Email,1,0.0
378,3,6,Organic SEO,1,0.0
378,4,6,Instagram,1,0.0
378,5,6,Organic SEO,1,0.0
378,6,6,Email,1,159.09
379,1,6,Organic SEO,1,0.0
379,2,6,Google Search,1,0.0
379,3,6,Organic SEO,1,0.0
379,4,6,Google Search,1,0.0
379,5,6,Organic SEO,1,0.0
379,6,6,Email,1,38.03
380,1,2,Direct,0,0.0
380,2,2,Direct,0,0.0
381,1,4,YouTube,1,0.0
381,2,4,Instagram,1,0.0
381,3,4,Instagram,1,0.0
381,4,4,Direct,1,105.55
382,1,3,Facebook,0,0.0
382,2,3,Facebook,0,0.0
382,3,3,Organic SEO,0,0.0
383,1,1,Direct,0,0.0
384,1,1,Facebook,1,224.75
385,1,5,Google Search,0,0.0
385,2,5,YouTube,0,0.0
385,3,5,YouTube,0,0.0
385,4,5,Google Search,0,0.0
385,5,5,Direct,0,0.0
386,1,2,Instagram,0,0.0
386,2,2,Direct,0,0.0
387,1,2,Instagram,0,0.0
387,2,2,Email,0,0.0
388,1,6,YouTube,0,0.0
388,2,6,YouTube,0,0.0
388,3,6,Direct,0,0.0
388,4,6,Direct,0,0.0
388,5,6,Facebook,0,0.0
388,6,6,Organic SEO,0,0.0
389,1,5,Facebook,0,0.0
389,2,5,Email,0,0.0
389,3,5,Google Search,0,0.0
389,4,5,Organic SEO,0,0.0
389,5,5,Organic SEO,0,0.0
390,1,6,YouTube,0,0.0
390,2,6,Instagram,0,0.0
390,3,6,Google Search,0,0.0
390,4,6,Email,0,0.0
390,5,6,YouTube,0,0.0
390,6,6,Email,0,0.0
391,1,6,Email,1,0.0
391,2,6,Facebook,1,0.0
391,3,6,Email,1,0.0
391,4,6,Direct,1,0.0
391,5,6,Instagram,1,0.0
391,6,6,Direct,1,29.22
392,1,6,Facebook,0,0.0
392,2,6,Instagram,0,0.0
392,3,6,Google Search,0,0.0
392,4,6,Email,0,0.0
392,5,6,Email,0,0.0
392,6,6,Instagram,0,0.0
393,1,3,Facebook,0,0.0
393,2,3,YouTube,0,0.0
393,3,3,Organic SEO,0,0.0
394,1,1,Instagram,0,0.0
395,1,1,Facebook,0,0.0
396,1,5,Google Search,1,0.0
396,2,5,Google Search,1,0.0
396,3,5,Direct,1,0.0
396,4,5,YouTube,1,0.0
396,5,5,YouTube,1,102.44
397,1,2,Organic SEO,0,0.0
397,2,2,Email,0,0.0
398,1,1,Facebook,1,107.98
399,1,6,Google Search,0,0.0
399,2,6,Organic SEO,0,0.0
399,3,6,Instagram,0,0.0
399,4,6,Facebook,0,0.0
399,5,6,YouTube,0,0.0
399,6,6,Facebook,0,0.0
400,1,5,Email,0,0.0
400,2,5,Facebook,0,0.0
400,3,5,Instagram,0,0.0
400,4,5,YouTube,0,0.0
400,5,5,Email,0,0.0
401,1,4,Instagram,1,0.0
401,2,4,Direct,1,0.0
401,3,4,Direct,1,0.0
401,4,4,Direct,1,155.6
402,1,2,Email,0,0.0
402,2,2,Email,0,0.0
403,1,2,Direct,0,0.0
403,2,2,Google Search,0,0.0
404,1,5,YouTube,0,0.0
404,2,5,Email,0,0.0
404,3,5,Facebook,0,0.0
404,4,5,Email,0,0.0
404,5,5,Email,0,0.0
405,1,4,Instagram,0,0.0
405,2,4,Organic SEO,0,0.0
405,3,4,Email,0,0.0
405,4,4,Direct,0,0.0
406,1,6,YouTube,0,0.0
406,2,6,Instagram,0,0.0
406,3,6,Facebook,0,0.0
406,4,6,Direct,0,0.0
406,5,6,Facebook,0,0.0
406,6,6,Direct,0,0.0
407,1,5,Organic SEO,0,0.0
407,2,5,Organic SEO,0,0.0
407,3,5,Instagram,0,0.0
407,4,5,Direct,0,0.0
407,5,5,Google Search,0,0.0
408,1,1,Direct,0,0.0
409,1,6,Facebook,0,0.0
409,2,6,YouTube,0,0.0
409,3,6,Google Search,0,0.0
409,4,6,Instagram,0,0.0
409,5,6,Email,0,0.0
409,6,6,YouTube,0,0.0
410,1,5,Organic SEO,1,0.0
410,2,5,YouTube,1,0.0
410,3,5,Google Search,1,0.0
410,4,5,Instagram,1,0.0
410,5,5,Email,1,37.87
411,1,6,Facebook,0,0.0
411,2,6,Organic SEO,0,0.0
411,3,6,Google Search,0,0.0
411,4,6,Direct,0,0.0
411,5,6,YouTube,0,0.0
411,6,6,Direct,0,0.0
412,1,1,Organic SEO,0,0.0
413,1,2,Facebook,0,0.0
413,2,2,Instagram,0,0.0
414,1,3,Direct,0,0.0
414,2,3,Google Search,0,0.0
414,3,3,Organic SEO,0,0.0
415,1,2,Organic SEO,0,0.0
415,2,2,Facebook,0,0.0
416,1,1,YouTube,0,0.0
417,1,1,Google Search,0,0.0
418,1,5,Instagram,0,0.0
418,2,5,YouTube,0,0.0
418,3,5,YouTube,0,0.0
418,4,5,Google Search,0,0.0
418,5,5,Direct,0,0.0
419,1,3,Instagram,0,0.0
419,2,3,Organic SEO,0,0.0
419,3,3,Google Search,0,0.0
420,1,1,Facebook,0,0.0
421,1,6,Organic SEO,0,0.0
421,2,6,Instagram,0,0.0
421,3,6,Google Search,0,0.0
421,4,6,Google Search,0,0.0
421,5,6,Organic SEO,0,0.0
421,6,6,Organic SEO,0,0.0
422,1,1,Facebook,0,0.0
423,1,1,Organic SEO,0,0.0
424,1,6,Direct,0,0.0
424,2,6,Organic SEO,0,0.0
424,3,6,Email,0,0.0
424,4,6,Instagram,0,0.0
424,5,6,Instagram,0,0.0
424,6,6,Direct,0,0.0
425,1,5,Email,0,0.0
425,2,5,Direct,0,0.0
425,3,5,Google Search,0,0.0
425,4,5,Organic SEO,0,0.0
425,5,5,Direct,0,0.0
426,1,3,Google Search,1,0.0
426,2,3,Instagram,1,0.0
426,3,3,Direct,1,35.72
427,1,5,Organic SEO,0,0.0
427,2,5,Email,0,0.0
427,3,5,Direct,0,0.0
427,4,5,Google Search,0,0.0
427,5,5,Facebook,0,0.0
428,1,4,Facebook,0,0.0
428,2,4,Instagram,0,0.0
428,3,4,Email,0,0.0
428,4,4,Facebook,0,0.0
429,1,4,Google Search,1,0.0
429,2,4,YouTube,1,0.0
429,3,4,Direct,1,0.0
429,4,4,YouTube,1,129.72
430,1,2,Email,1,0.0
430,2,2,Direct,1,110.82
431,1,4,Email,0,0.0
431,2,4,Google Search,0,0.0
431,3,4,Google Search,0,0.0
431,4,4,Email,0,0.0
432,1,3,Google Search,0,0.0
432,2,3,Google Search,0,0.0
432,3,3,Instagram,0,0.0
433,1,5,Email,1,0.0
433,2,5,Google Search,1,0.0
433,3,5,Email,1,0.0
433,4,5,Google Search,1,0.0
433,5,5,YouTube,1,107.27
434,1,4,Google Search,0,0.0
434,2,4,Email,0,0.0
434,3,4,Direct,0,0.0
434,4,4,Direct,0,0.0
435,1,2,YouTube,0,0.0
435,2,2,Facebook,0,0.0
436,1,2,Facebook,1,0.0
436,2,2,Facebook,1,114.72
437,1,2,Instagram,0,0.0
437,2,2,Email,0,0.0
438,1,1,Email,0,0.0
439,1,6,YouTube,1,0.0
439,2,6,YouTube,1,0.0
439,3,6,Facebook,1,0.0
439,4,6,Google Search,1,0.0
439,5,6,Email,1,0.0
439,6,6,Organic SEO,1,55.92
440,1,5,Email,0,0.0
440,2,5,Organic SEO,0,0.0
440,3,5,Instagram,0,0.0
440,4,5,Instagram,0,0.0
440,5,5,Direct,0,0.0
441,1,5,Google Search,0,0.0
441,2,5,Email,0,0.0
441,3,5,Organic SEO,0,0.0
441,4,5,Facebook,0,0.0
441,5,5,Email,0,0.0
442,1,3,Email,0,0.0
442,2,3,YouTube,0,0.0
442,3,3,Instagram,0,0.0
443,1,2,Email,0,0.0
443,2,2,Facebook,0,0.0
444,1,3,Google Search,0,0.0
444,2,3,Instagram,0,0.0
444,3,3,YouTube,0,0.0
445,1,6,Direct,0,0.0
445,2,6,Google Search,0,0.0
445,3,6,Direct,0,0.0
445,4,6,Organic SEO,0,0.0
445,5,6,Facebook,0,0.0
445,6,6,Direct,0,0.0
446,1,1,Direct,0,0.0
447,1,4,YouTube,1,0.0
447,2,4,Google Search,1,0.0
447,3,4,Email,1,0.0
447,4,4,Facebook,1,105.91
448,1,4,Direct,0,0.0
448,2,4,Google Search,0,0.0
448,3,4,Organic SEO,0,0.0
448,4,4,Instagram,0,0.0
449,1,5,Organic SEO,0,0.0
449,2,5,Organic SEO,0,0.0
449,3,5,Email,0,0.0
449,4,5,Google Search,0,0.0
449,5,5,Organic SEO,0,0.0
450,1,5,YouTube,1,0.0
450,2,5,Organic SEO,1,0.0
450,3,5,Google Search,1,0.0
450,4,5,Facebook,1,0.0
450,5,5,YouTube,1,110.51
451,1,5,Google Search,0,0.0
451,2,5,Organic SEO,0,0.0
451,3,5,YouTube,0,0.0
451,4,5,Email,0,0.0
451,5,5,Direct,0,0.0
452,1,4,Google Search,0,0.0
452,2,4,Google Search,0,0.0
452,3,4,Facebook,0,0.0
452,4,4,Direct,0,0.0
453,1,6,YouTube,1,0.0
453,2,6,Instagram,1,0.0
453,3,6,Email,1,0.0
453,4,6,Direct,1,0.0
453,5,6,YouTube,1,0.0
453,6,6,Instagram,1,54.6
454,1,1,Instagram,1,332.3
455,1,1,Google Search,0,0.0
456,1,2,Email,0,0.0
456,2,2,Email,0,0.0
457,1,5,Instagram,1,0.0
457,2,5,Instagram,1,0.0
457,3,5,Instagram,1,0.0
457,4,5,YouTube,1,0.0
457,5,5,Email,1,125.42
458,1,6,Google Search,1,0.0
458,2,6,Direct,1,0.0
458,3,6,YouTube,1,0.0
458,4,6,YouTube,1,0.0
458,5,6,Facebook,1,0.0
458,6,6,Organic SEO,1,39.1
459,1,2,Instagram,0,0.0
459,2,2,Email,0,0.0
460,1,4,Facebook,0,0.0
460,2,4,Email,0,0.0
460,3,4,Facebook,0,0.0
460,4,4,YouTube,0,0.0
461,1,1,Direct,0,0.0
462,1,4,YouTube,0,0.0
462,2,4,Email,0,0.0
462,3,4,YouTube,0,0.0
462,4,4,Facebook,0,0.0
463,1,1,YouTube,0,0.0
464,1,5,Facebook,0,0.0
464,2,5,Email,0,0.0
464,3,5,Instagram,0,0.0
464,4,5,Facebook,0,0.0
464,5,5,Organic SEO,0,0.0
465,1,6,Email,1,0.0
465,2,6,Email,1,0.0
465,3,6,Email,1,0.0
465,4,6,Google Search,1,0.0
465,5,6,Email,1,0.0
465,6,6,Instagram,1,142.53
466,1,6,YouTube,1,0.0
466,2,6,Email,1,0.0
466,3,6,YouTube,1,0.0
466,4,6,Google Search,1,0.0
466,5,6,Google Search,1,0.0
466,6,6,Google Search,1,45.5
467,1,2,Email,0,0.0
467,2,2,Google Search,0,0.0
468,1,5,Google Search,0,0.0
468,2,5,Email,0,0.0
468,3,5,Facebook,0,0.0
468,4,5,YouTube,0,0.0
468,5,5,YouTube,0,0.0
469,1,2,Instagram,1,0.0
469,2,2,Instagram,1,156.17
470,1,3,Direct,0,0.0
470,2,3,YouTube,0,0.0
470,3,3,Organic SEO,0,0.0
471,1,4,Google Search,0,0.0
471,2,4,Direct,0,0.0
471,3,4,Organic SEO,0,0.0
471,4,4,Instagram,0,0.0
472,1,6,Instagram,1,0.0
