review_text,star_rating,review_id,date,sentiment,theme,urgency,key_phrase,month,week
"great hotel chose shangri-la five-night stay singapore consistent praise tripadvisor, not disappointed.there truly special service hotel, sure know read eye contact second want leave peace not, tourists singapore spend morning running various neighborhoods sites, given intense heat city spend lunch looking forward getting afternoon perfect little oasis shangri-la pool, stayed garden wing room beautiful amenity perfectly place, five-night stay went four-day trip returned shangri-la final night re",5,REV-0058,2024-02-21,positive,customer_service,low,excellent service at shangri-la hotel,2024-02,2024-02-19
"stylish hotel great rooms small issue husband stayed amrath 2 nights july 45th birthday, booked expedia pleased room, spacious clean complimentary mini bar unique selling point not come hotels real plus.we loved fact hotel retained original features, paternoster particularly impressive fact kept running used lovely touch, staff noticeably proud achieved year opening rightly so.the hotel location excellent walking distance red light disitrict station distant avoid noise hustle.we ate bar twice fo",5,REV-0059,2024-02-22,positive,general,low,impressive stylish hotel location,2024-02,2024-02-19
"nice teens loved buffet husband stays business decided join time little away, liked beach great, morning buffet afternoon manager reception great hung awaiting husband return work, kids loved frozen virgin pina coladas loved relaxing beautiful pool, john waterfall restaurant victor outback located inside hotel wonderful, offered info wanted not touristy things enjoy local things, embassy staff member gave information visiting bio bay big help, suite clean comfy loved made-to-order omelets hard c",5,REV-0060,2024-02-23,positive,general,low,loved beach and pool at embassy hotel,2024-02,2024-02-19
"watch scorpions- ouch recently stayed arizona biltmore time annual visit pheonix auctions, mistake inept check-in personnel kept credit-card initial room night lights heating did n't work requested non-smoking building cigarette smoke filling room 1am story does n't improve, highlight stay new room fourth floor bitten neck bed 2am scorpion critter no worse bee sting, came ventilation told, overall no compensation high price second rate rooms, far superior hotels pheonix favor stay away place,  ",1,REV-0061,2024-02-24,negative,customer_service,high,bad hotel experience,2024-02,2024-02-19
"friendly clean giada great sites doorstep run friendly small hotel, clean, noise expected city centre location lorenzo market square, family enjoyed convenience lovely views medici chapels, kids wedged pizzeria gelateria ice cream shop, watch pick pockets busy market,  ",5,REV-0062,2024-02-25,positive,general,low,lovely small hotel,2024-02,2024-02-19
"absolutely fabulous melia comfortable star hotel, lovely somewhat classic decorated rooms plush carpets mirrors don__t shy walking you__ve just come shower.the beds fantastic felt rested, pillow menu require type, standard room north no view no sun changed superior room best 18 euro extra spent, hotel built hill view balcony fantastic just relax watch sun set sitges bay, pool area nice hotel just stroll away beaches nudist, hotel hardly downsides, walk sitges downtown just little far takes 15 ",5,REV-0063,2024-02-26,positive,product_quality,low,amazing hotel experience,2024-02,2024-02-26
"acceptable nothing special stayed 5 nights june 2005 whilst hotel ok not work hyped people website, rooms reasonable size nice bathrooms, staff friendly dinner recommendation concierge night poor assume commission, no major complaints felt hotel quite adequate far memorable lacking character, not bother returning,  ",1,REV-0064,2024-02-27,neutral,general,low,average hotel stay,2024-02,2024-02-26
"lovely hotel recently spent weekend boyfriend hotel estherea really lovely, location singel canal perfect attraction walking distance number excellent restaurants near-by, smaller rooms got excellent season deal perfectly formed exceptionally clean, mentioned reviews nicest touches free tea coffee hot chocolate cakes feels like treat come day walking/sight-seeing relax beautiful reception area, hesitation recommend hotel stay trips amsterdam,  ",5,REV-0065,2024-02-28,positive,location,low,perfect amsterdam hotel,2024-02,2024-02-26
"best bean town just simply best hotels stayed, just did not want bed morning wanted bring mattress pillows home, staff friendly accommodating,  ",5,REV-0066,2024-02-29,positive,product_quality,low,loved bean town so much,2024-02,2024-02-26
"vacation disaster breezes punta cana boyfriend stayed breezes punta cana 20th 26th disappointed, resort desperate need new management say, problems encountered difficult simple toiletries towels wash cloths soap replaced calls, did not restock fridge soda water coffee creamer multiple calls, sheets pillow cases not changed prior arrival apparent, leave multiple notes finally changed, resort infested tiny bugs flies, eaten alive, flies food, speaking food food terrible, sick days vomiting diarrhe",1,REV-0067,2024-03-01,negative,product_quality,high,vacation disaster hotel,2024-03,2024-02-26
"loved, husband stayed nights summer, time hotel n't rated highly, thought getting great deal especially considering pretty height season, arrived knew got great deal, hotel clean contemporary style, service impeccable professional stuffy, room spotless thought quite spacious, negatives afternoon long flight suffering jet lag rudely awoke loud long chiming, church bell tower 15 feet away room afternoon chimes quite bit, normally not issue pain day, second issue location, big attractions quite bit",5,REV-0068,2024-03-01,positive,value_for_money,low,great deal hotel,2024-03,2024-02-26
"really enjoyed stay great hotel staff friendly helpful, definitely stay again.we stayed 6 nights earlier month convenient subway restaurants macy, lovely spacious room bed comfortable room spotless, lovely able make cup tea kitchenette fridge store milk, lots closet space room safe good lighting great make-up mirror bathroom.we lovely time new york staying affinia dumont good choice,  ",5,REV-0069,2024-03-02,positive,value_for_money,low,hotel stay was great,2024-03,2024-02-26
"pretty good 2 minute walk sants train station quiet area, 5 minutes metro central barcelona, room spotlessly clean bathroom, asked larger room didnt, quite small larger rooms, try push, breakfast fine decent nothing spectacular staff reasonably polite helpful, wont blow socks good experience,  ",5,REV-0070,2024-03-03,positive,customer_service,low,good hotel experience,2024-03,2024-02-26
"superb staff missing flight madrid poor weather arrived tired just check time, hoping use room simply shower lucky, gracious desk clerk n't nicer, allowed check showers nap leaving 6:00 pm catch flight marrakech, rooms sweet bathrooms great beds perfect service warm welcome remember, thank,  ",5,REV-0071,2024-03-04,positive,customer_service,low,gracious desk clerk,2024-03,2024-03-04
"rooms desparate need renovation, location hotel good, it__s not middle spring break party animals low budget tourists, you__re traveling children elder people you__ve got pretty good location, beach steps away unfortunatly building old need renovation especially bathrooms, say room clean mold mildew bathroom balcony carpet room smelled moist course problem hotel located directly beach high humidity salt water, think order riu good stay competitive hotels area hotel needs renovated asap, break",1,REV-0072,2024-03-05,negative,product_quality,high,desperate need renovation,2024-03,2024-03-04
"past ivisited dallas usually stayed sheraton clarion hotel, time decided time change chose bradford, clean appointed room just right, real home away home, welcome basket goodies nice idea, staff polite eager answer questions.i definitely plan return recommend bradford,  ",5,REV-0073,2024-03-06,positive,product_quality,low,clean appointed room,2024-03,2024-03-04
"did exactly said tin gathered multitude glowing write ups hotel absolutely tremendous, experience initial booking final check excellent, people said best rate hotels web site opportunity book breakfasts significant discount paying dine pricey, opportunity skype hotel web site sort queries/problems, just prior arrival received welcome email informing offers available nice touch, family room fantastic 32nd floor, great views hong kong bed blissful, room excellently equipped mini bar good variety d",5,REV-0074,2024-03-07,positive,general,low,extremely good experience,2024-03,2024-03-04
"great designer hotel**** loved hotel, great city designer hotel, love good surprises hotel good lobby cosy fireplace stepp elevators green violet red mirrors special bright, rooms friendly bathroom small comfy, no ikea furniture user wrote philippe starck, bar redwood place san francisco crowded great, did n't dinner asia cuba restaurant looked perfect, look details hotel love, special.staff friendly look good, not kind staff service classic 4-5 star hotel like ritz new generation hotel, oh yes ",5,REV-0075,2024-03-08,positive,general,low,great designer hotel,2024-03,2024-03-04
"amazing, went riu bambu friend time life, read alot reviews going certainly went trying open mind, not world traveler means does not mean not know good thing, greeted resort cocktail brought bags directly room checkin breeze rooms beautiful clean, booze room great extra, add friend called day arrived requested rooms close possible close beach, gave rooms hall closest building beach night heard sort alarm going room called inquire door minutes hanging up.unlike thoroughly enjoyed nightly entertai",5,REV-0076,2024-03-09,positive,customer_service,medium,great service and staff,2024-03,2024-03-04
"great location great facilities excellent staff stayed intercontinental 8/21 to8/24, arrival received great service concierges duty, helped getting excellent room, began nestor worked hard help joined associate did utmost help, pleased aspects hotel.some mentioned previous reviews listed, lagoon like pool beach real plus, staff attentive security valet parking, did not eat hotel interested local expensive cuisine, places area, particular run people san juan called mi casita, street hotel offered",5,REV-0077,2024-03-10,positive,customer_service,medium,excellent staff and service,2024-03,2024-03-04
"clift equals elegance personal service clift hotel truly knows provide luxurious comfort superior service serve, attitude seasoned world-wide traverlers business pleasure wife tremendioulsy impressed facility people service, 5-night stay clift san francisco vacation memorable time.the room exceptionally clean perfect ambiance.the restaurant food simply delicious no need eat doormen greeted courtesy name.the concierge provided service belief.the desk personnel friendly helpful knew arrived check-",5,REV-0078,2024-03-11,positive,customer_service,high,personal service and luxury,2024-03,2024-03-11
"beautiful quiet hotel great location husband stayed lenox 14th-17th november 2005 wonderful relaxing time, upgraded corner suite extra cost night bargain, n't pleased.i stayed beautifully appointed comfortable quiet room, felt people staying hotel quiet ate breakfast azure restaurant morning delicious really set day, waiting staff friendly courteous, waiter remembered drank tea not coffee second morning location hotel excellent easy walking distance things including boston common t stop just str",5,REV-0079,2024-03-11,positive,customer_service,medium,friendly and helpful staff,2024-03,2024-03-11
"excellent location/service stayed night med cruise, free bus cruise terminal piazzale roma, hotel 5-8 minute walk there.we arrived passengers early morning, staff stored luggage rooms ready later day, staff not nicer helpful, looking good resturant served seafood, told different ones walking distance drew locations map best route.our room looking canal fairly large large bathroom, clean room comfortable bed.these people want enjoy stay venice,  ",5,REV-0080,2024-03-12,positive,customer_service,low,helpful and nice staff,2024-03,2024-03-11
"nice hotel close circular quay pitt street mall hotel clean quite new, room nice spacious, noise street noise minimum heart business district stayed sixth floor, breakfast buffer hotel restaurant average, plenty cafes near sit outside weekdays people watching, downside bed harder expect upscale hotel, lobby small, crowded lot people checking time morning,  ",5,REV-0081,2024-03-13,positive,customer_service,low,overall good experience,2024-03,2024-03-11
"money bad spent week barcelo dominican beach september 1 september 6. 3rd trip punta cana wasn__Ç_é_ favorite resort we__Ç_ée stayed melia tropical iberostar okay price, checked trip advisor prior booking trip imagined based reports okay areas not great, that__Ç_é_, beach beaches punta cana not beat, despite days rain expected hurricane season got plenty enjoyed vacation overall, here__Ç_é_ felt good not good check-in bit problem check-in 3:00 p.m. arrived long overnight flight, received welcom",1,REV-0082,2024-03-14,positive,product_quality,medium,beach not beat rain,2024-03,2024-03-11
"martin luther king day prolonged weekend enjoyed stay punta cana grand.we group 10 guys ranging age 42 78 annual soire various resorts martin luther king weekend 5 days 25 years, diversified group, judge college professor plumber stockbroker etc.the hotel facilities nice, excelent layout clean rooms adequate food, great deal money, 1,000 entire package, 4nights days round trip kennedy.the food inclusives good not great, diner food, nothing wrong long expect.this trip punta cana recommended trave",5,REV-0083,2024-03-15,positive,product_quality,low,great deal money value,2024-03,2024-03-11
"disappointing not particularly friendly staff refused provide double bed requested rooms available, demanded extra 25 euros provide room double bed, bathrooms new clean room starting look quite shabby stained carpets, thought bargain price paid 170 euros/night say little expensive quality service rooms,  ",1,REV-0084,2024-03-16,negative,customer_service,high,unhelpful staff problems,2024-03,2024-03-11
"perfect family hotel just returned wonderful family wedding florence family friends stayed hotel casci, hotel met need, hotel fabulous central location clean, i__Ç_é sure fresh bed linen towels day, room__Ç_é_ simple clean fridge flat screen tv dvd, family room perfect children__Ç_é_ bedrooms alcove main room, lombardi family nothing trouble, went way ensure needed morning night, party ranged age 5 felt personal service, left send like family friends departing guests, incidentally building work",5,REV-0085,2024-03-17,positive,product_quality,low,perfect family hotel experience,2024-03,2024-03-11
"n't worry old reviews just returned staying hilton prince kuhio, yes renovating changing radisson hilton property, stayed 25th floor ocean view, balconies closed outside renovations disappointment, renovations nice, stayed hotel 4 years ago things completely changed, room nice clean, bathroom new ceramic tile glass shelving big shower plenty towels, plasma tv room small fridge, beds comfortable double-sized, staff helpful giving late check-out storing luggage late flight, gave courtesy room hour",5,REV-0086,2024-03-18,neutral,general,low,renovation disappointment,2024-03,2024-03-18
"loved cambridge suites booked deluxe suites parents, rooms good standard layouts slightly different.the rooms good value money similar european star, comfortable beds quite hard appliances worked fine complimentary popcorn helped jet lag bay, downsides lifts dreadfully slow spend good minutes waiting time.the staff friendly accommodating, bar small worked prices little steep.the hotel ideally located sightseeing/shopping etc. recommend sunset grill diner door breakfast good value great coffee.al",5,REV-0087,2024-03-19,positive,value_for_money,low,good value hotel rooms,2024-03,2024-03-18
"dazed confused having read reviews tripadvisor hoping nice budget hotel paris visit contacted hotel directly, rooms available decided ahead booking, asked provide bank card number including security code card information especially hotels small businesses chances fraud paramount, anybody access information stored hotel books forever steal card information happens left right center, security code told hotel not booking, regularly make reservations various hotels world asked provide level security",1,REV-0088,2024-03-20,negative,customer_service,high,security concerns for guests,2024-03,2024-03-18
"great spring break family just got week el family including children ages 15 4. reading reviews bit apprehensive staying resort, resort spectacular, service great staff friendly room clean surroundings beautiful, pools awesome problem finding chair, rented car airport endured traffic puerto rico, took hours friday night resort, pleasantly surprised, funiclar ferry private island working perfectly, wait 10 minutes ferry, island beautiful, food tad expensive quite tasty, kids loved chicken nuggets",5,REV-0089,2024-03-21,positive,general,low,fun family vacation,2024-03,2024-03-18
"awesome vacation minute, travelled calgary march 6 2008. ca n't say barcelo punta cana premium, price not beat, 2 wonderful weeks bored, days like day beach lagoon style pool quiet pool fountains built loungers, day excursion, time visit local market 20 minutes walking distance resort walk beach hour huge market right beach, nightly entertainment theatre casino disco, grounds pools 7 restaurants 1 buffet loved pasta station soups homemade breads buns lots different meats chicken fish dishes ever",5,REV-0090,2024-03-21,positive,value_for_money,low,good value price vacation,2024-03,2024-03-18
"great staff beautiful setting just came spending week not say place, wyndham member room preference ready, staff went resort friendly helpful actually quick service unusual island think island time room west wing 5th floor ocean view, fridge does not cold mind spend money purchasing items spoil easily, not told check lost milk morning coffee, bottled water kept ice, ants coffee maker kept nothing table, bathroom no vent got steamy quick showers, thought rainshower showerheads overkill standard t",5,REV-0091,2024-03-22,negative,product_quality,medium,fridge not cold spoiled items,2024-03,2024-03-18
"5 star room 3 star service pool wife stayed arts vacation, room nice clean, 5 star room standards, food restaurants good not excellent expensive, wine selection large, staff restaurants superb, hotel staff hand missed mark, hotel lets, asked types pillows online request, desk receptionist confirmed request, got room request not met, trouble working phone n't know phone, called help 4 times time told help way, no help arrived, requested birthday cake wife delievered particular time writing reciev",5,REV-0092,2024-03-23,negative,customer_service,high,hotel staff service was poor,2024-03,2024-03-18
"great value pleasant hotel great harbour views rooms, lucky upgraded suite room floor nice nothing local vicinity hotel right near quarry bay mtr getting pretty convenient,  ",5,REV-0093,2024-03-24,positive,value_for_money,low,great value pleasant hotel,2024-03,2024-03-18
"enchanting hotel tuscany moment entered foyer hotel knew stay amazing experience, travelled italy hotel far best lot, room hotel kind like staying attic, spacious extremely clean comparison hotels, just loved breakfast room sitting room delightful, best breakfast hotels italy, variety plentiful really enjoyed scrambled eggs bacon toast eating pastries day, hotel close train station major attractions foot, highly recommend day trip san gimingano countryside tuscany, amazing medieval town exlpore,",5,REV-0094,2024-03-25,positive,general,low,amazing experience enchanting hotel,2024-03,2024-03-25
"nice price just returned night stay broadway manor inn, room nice price, ask quiet room inside away broadway, comfortable bed clean linen flat screen television did n't spend time room watching television ironing board iron refrigerator/microwave great air conditioner, staff extremely friendly helpful no issues, did n't car ca n't speak parking issues, hotel situated major bus lines 47 49 buy muni pass city, san francisco not car friendly city expensive pay parking traffic nuts.only complaints m",5,REV-0095,2024-03-26,positive,product_quality,low,comfortable bed clean linen,2024-03,2024-03-25
"great place stay stayed nights trip usa, reiterate comments, great location union square great place based trip san fran, good rates room exec floor breakfast, huge rooms extremely comfortable beds.very good value money,  ",5,REV-0096,2024-03-27,positive,general,low,great place to stay,2024-03,2024-03-25
"pretty good visit arrived couple days labor day long weekend lots spare rooms, floor like penthouse.expensive though.small bathroom sink actually outside room, weird.free internet.ok service ok breakfast, average location, average cleanness,  ",1,REV-0097,2024-03-28,neutral,general,low,average hotel experience,2024-03,2024-03-25
"fabulous sofitel stay, did extensive research settled hotel, wonderful experience, staff great helpful, sent fabulous restaurants gave umbrellas rained gave complimentary wine, clean beds dreamy, great location,  ",5,REV-0098,2024-03-29,positive,customer_service,low,staff are very helpful,2024-03,2024-03-25
"cow hollow motor hotel san francisco stayed second week august.this hotel good option car comes free parking handy san francisco, rooms not tastefully decorated big confortable clean bathrooms, overlooked lombard street nice view n't foggy, opposite hotel mel diner great place breakfast, 50 style diner excellent not cheap food, area hotel interesting not touristy, nicest streets walk lombard street,  ",1,REV-0099,2024-03-30,positive,value_for_money,low,good value for the price,2024-03,2024-03-25
"great hotel 21 w hotel pretentious geared 20 year olds slightly sophisticated w san francisco chicago, pool tiny huge disappointment day mixture pounding techno music mixed random kids splashing parents staff allowing pool, amazed w allows kids run ghostbar super trendy filled pretentious dallas people, drinks tab friends tabs inaccurate, hotel overpriced, bed o.k, not great bedding looked old,  ",1,REV-0100,2024-03-31,negative,product_quality,high,hotel was overpriced,2024-03,2024-03-25
"best places stayed, absolutely loved place, trip hawai'i staff friendly, hotel room great view room clean, no problems, want thank dominique harris help, great host hope good work spunky attitude, mahalo,  ",5,REV-0101,2024-03-31,positive,general,low,great stay loved place,2024-03,2024-03-25
"not bad stayed april 17-20th, location great, right entrance bourban street, main concerns distance harrahs like casinos, distance not far, probably 10-15 min walk, lots people street felt safe times, hotel nice little worried reviews, complaint shower turn second, guess door flushing toilet, beds comfortable, rooms spacious, hotel old thats okay, really did n't stay hotel, walking new orleans arena superdome 20 minute walk, not really bad, think nicer hotels near/in french quarter, btw limo ser",1,REV-0102,2024-04-01,neutral,delivery,low,location great not far,2024-04,2024-04-01
"friendly staff central location sights great thai restaurants nearby, hotel manager lives premises family friendly folks, clean sheets clean shower not hilton reasonable price safe room, taylor post good location walkable restaurants wharf moderately healthy individual, street noise city-what,  ",1,REV-0103,2024-04-02,positive,general,low,friendly staff great location,2024-04,2024-04-01
"better location great service cleanliness terrible, checked 5:30 pm travelling companions room not serviced given key problem getting room.one bath taps hanging wall hair drier, cut head towell rack standing turning bath tap drops blood hand basin remained days, coffee maker cups not cleaned second day, breakfast adjacent restuarant food fine service terrible coffee n't topped took 1 hour just omelette, lot better cheaper alternatives.the hotel benefit complete make staff,  ",1,REV-0104,2024-04-03,negative,customer_service,high,terrible service cleanliness,2024-04,2024-04-01
"great location stayed brighton 5 20.i junior suite floor facing le jardin des tuileries.the view great.the location perfect.the room clean quiet lot space.the staff polite helpful.the breakfast not great 16 euros nothing perfect, recommend hotel price.an excellent choice,  ",5,REV-0105,2024-04-04,positive,product_quality,low,great location excellent choice,2024-04,2024-04-01
"took care, stayed rincon beach resort weekend june 25th 27th, going checked website needed lookout, demanding service receive vacations teacher not wealthy treat afford myself.1.i read staff rude, not, asked rollaway bed got room minutes cheked somebody came make sure received, restaurant asked aout bagel son did n't want come breakfast thought say no buffet expected waiter come tell charge instead brought container.2.i read food reastaurant n't good pricey, menu no longer wannabe italian change",5,REV-0106,2024-04-05,negative,customer_service,high,poor staff service experience,2024-04,2024-04-01
"affinia dumont excellent, party 6 stayed affinia dumont june 6-11 2006. originally reservations hotel read mutliple bad reviews started looking 2 weeks trip, reading wonderful reviews dumont site decided try book, actually got reservations bit skeptical place openings 2 weeks advance n't openings 4 months advance, doubts vanished second arrived, say hotel not sure start, start thing notice..locationthe dumont located 150 e 34th st. 3 quick blocks empire state building 2 blocks line 6 subway stop",5,REV-0107,2024-04-06,positive,product_quality,low,affinia dumont exceeded expectations,2024-04,2024-04-01
"penthouse yacuzzi, booked trip lastminute.se positively suprised read chocked, got penthouse 50 m2 terrace outdoor yacuzzi, stay started night champagne wine water open sky, need mention location hotel best possible blocks casa batllÙ gaudi close beach clubs placa catalunya, cool design interiour nice staff lots extras,  ",5,REV-0108,2024-04-07,positive,general,low,penthouse yacuzzi exceeded expectations,2024-04,2024-04-01
"best, love hotel, stayed trips amsterdam, not convenient charming, make sure ask room 24 wonderful,  ",5,REV-0109,2024-04-08,positive,general,low,charming amsterdam hotel,2024-04,2024-04-08
"nice stay stayed seattle marriott waterfront week august 16th enjoyed stay, hotel not large maintained great location, true train runs hotel did not hear train noise inside hotel stay, 5 minute walk pikes place market 10 minute walk downtown, experienced superb customer service stay, concierge lounge small nice, drawback 25 valet parking really n't viable option knew going not big deal, definitely stay,  ",5,REV-0110,2024-04-09,positive,general,low,great seattle marriott experience,2024-04,2024-04-08
"nice place discover stayed 2008 10 enjoyable nights, great location shoppers great pool great breakfast, small prob booked late 6pm checkout hotel said not case 12 noon check infinity flight centre not arranged, negotiated 6pm,  ",5,REV-0111,2024-04-10,positive,customer_service,low,late booking problem solution,2024-04,2024-04-08
"expected visit paris better imagined decision stay hotel le lavoisier, traveled extensively quite luxurious levels parts europe world eastern france not able historic beautiful city, high standards expectations decided trip avoid luxury hotels seek intimate hopefully attractive friendly comfortable boutique style lodging trip, rennovated updated townhome owned french scientist lavoisier wonderful find.on arrival day greeted warmly gracioius staff guest observed arrive depart stay feel waiting, c",5,REV-0112,2024-04-10,negative,value_for_money,high,wrong hotel choice,2024-04,2024-04-08
"comfortable dependable stay sofitel hotel enjoys perfect location 5th avenue broadway close away noise confusion times square, stayed week, morning offensive cooking odors restaurant not affiliated hotel entered room, spoke hotel manager promptly moved higher floor ungraded room rest stay, rooms furnished condition expect quality property, beds comfortable high quality linens comforters pillows, stay hotel rooms furnished large flat screen hd televisions, staff met expectations way, certainly in",5,REV-0113,2024-04-11,positive,product_quality,low,good hotel experience,2024-04,2024-04-08
"central affordable modern hotel stayed hotel 41 week june 2004.hotel 41 clean modern hotel set heart nyc theatre district, central location makes good base explore manhattan.my room clean modern despite stone throw away hustle bustle times square perfectly quiet, staff times friendly helpful, thing point twin rooms did not appear available, probably best check important requirement.i recommended hotel friends hesitation,  ",5,REV-0114,2024-04-12,positive,value_for_money,low,good hotel value,2024-04,2024-04-08
"nice comfortable sister stayed standard room 10th floor, room n't huge spacious, nice clean bathroom beds comfortable giant plasma wall english channels, hotel lobby lovely staff nice.breakfast pretty good early gets quite busy 8am wait table.hotel great location right near ladies night market surrounded plenty restaurants,  ",5,REV-0115,2024-04-13,positive,product_quality,low,comfortable hotel stay,2024-04,2024-04-08
"overratted ageing hotel reading great reviews expecting magical, n't fooled tired ageing hotel rooms looking like 2 star property 5 star, definately not world class hotel stretch imagination, beds hard slept floor bathrooms poor condition.beware n't fooled,  ",1,REV-0116,2024-04-14,negative,product_quality,high,overrated ageing hotel,2024-04,2024-04-08
"great place husband just returned oceans sand golf april 14-21 great, d.r better experience previously went grand flamenco, service good food actually good restaurants coffee shop excellent, problems room just concierge/staff request fast, took 7 month old baby accomodated play pen, beach pools great, casino great husband actually won money, overall good resort food good taste, dominican foods little bit salty, great place, great couples families large resort, shopping beach good vendors not agg",5,REV-0117,2024-04-15,positive,general,low,great family resort,2024-04,2024-04-15
"great experience brentwood stayed brentwood 1 week 1st july, wonderful vacation thanks friendliness staff cleanliness inn, rooms small updated- track lighting vaulted wooden ceilings remote control ac heat aveda products mini refrigerator bottled water restocked daily need small efficient relaxing shower, like staying small trendy cottage ways, parking free great able walk outside room car, landscaping grounds beautiful-take advantage patio cascading wall water, muffins breakfast pastries fresh ",5,REV-0118,2024-04-16,positive,customer_service,low,friendly staff cleanliness,2024-04,2024-04-15
"average resort typical run resort, expecting excursions things resort did n't lot offer, mind resort huge, quite blisters feet walking darn, oh n't let fool, told prior booking trip not beach rooms total lie, slipped reception 50.00 got room beach pleasant, nightlife not, discos invaded locals shows ridiculous geared kids, oh like add beach great pool not, 3 pm everyday pool invaded locals, told staff lives resort kids released school access pools, disappointed extremely hard relax minimum 15 ch",1,REV-0119,2024-04-17,negative,product_quality,high,average run resort,2024-04,2024-04-15
"lots potential issues revamp place nice feel hope pull lot frustrating stay, stayed weekend group friends experienced issues.the good great location right venice beach walking distance main boardwalk, prices reasonable, room options vary standard room queen single bed suite kitchen living room, nice patio overlooking beach* flat screen tvs microwaves minifridges room* friendly manager did best accomodate overwhelmed, room decorated differently felt like homey bed breakfast hotel breakfast bad ho",1,REV-0120,2024-04-18,neutral,general,low,lots potential issues revamp place,2024-04,2024-04-15
"9.5 10 best region sign great hotel happens problem, measure majestic certainly gets great, travel agent screwed holiday completely, oscar majestic operations manager personal intervention holiday toast, oscar team fixed charge fuss, 99 100 hotels washed hands problem oscar did n't thank you.on majestic serves quality food quality entertainment lots, entertainment team shows run london west end broadway.hygene levels perfect friendly staff great pool safe organised, minimal biting insects flies ",5,REV-0121,2024-04-19,positive,customer_service,high,helpful operations manager,2024-04,2024-04-15
"amazing, amazing hotel, enjoyed husband, trip combination business pleasure business things decided book different hotel company booked rest stay, glad decision change, hotel good meritus negara no complaints upgraded suite extra effort staff oriental diference, service staff impeccable, way check-in settling room staff club lounge doorman concerge, nothing trouble, domestic staff polite respectful privacy setting room, house staff club lounge friendly sense homour, occasion joking lift staff to",5,REV-0122,2024-04-20,positive,product_quality,low,excellent hotel experience,2024-04,2024-04-15
"love melia, kbs rye ny returned trip planning melia december 5th time say time getss better quality hotel far teh best teh dr. staff friendly attentive remember country not expect new york minuet great, beach spectacular pools nice time going food quality dramatically improved, not wait return teh friends,  ",5,REV-0123,2024-04-20,positive,product_quality,low,great quality hotel,2024-04,2024-04-15
"average, staff attitude stayed convenience ferry terminals macau.check-in bar, lady counter attitude doing favour, got room smoking room stunk badly requested non-smoking, asked change actually smaller crammed room, small chair small desk used 45degree angle, not fit straight desk porer moved cases new room basically dumped walked room, staying night decided grin bear it.stay not likely,  ",1,REV-0124,2024-04-21,negative,customer_service,high,bad staff attitude,2024-04,2024-04-15
"fantastic hotel, husband just returned 4 night stay benjamin just wanted comment lovely hotel, 1 bedroom suite spacious comfortable hotel staff friendly efficient, make use concierge knowledgable restaurant reservations great places, did not use gym spa not comment did experience certainly stay recommending friends visit new york,  ",5,REV-0125,2024-04-22,positive,product_quality,low,lovely hotel stay,2024-04,2024-04-22
"not bad expected booked hotel local travel agent, came home checked trip advisor wondered earth going, did want change glad did n't, room nothing like reports said, clean tidy, old building looks bit grotty end day place shower sleep obviously owners taken note previous reports, hotel not badly situated roof garden spectacular views city, n't great expectations wo n't disappointed expected worst quite surprised,  ",1,REV-0126,2024-04-23,negative,customer_service,high,poor service and room,2024-04,2024-04-22
"fabulous, family dr times stayed bavaro beach spectacular, stayed iberostar principe resorts time decided try majestic weeks xmas, great hotel, attentive staff right general manager carlos fresca making sure things perfect dining room thanks marisol bulin yandra christian roberto beach concierge denny, waiters bartenders polite smile dining areas clean lots lots varieties food.loved rooms large shower inroom jacuzzi pool beautiful maintained gardens amazing comfy chairs auditorium great loved co",5,REV-0127,2024-04-24,positive,customer_service,low,excellent hotel staff,2024-04,2024-04-22
"fantastic location views wow expected great views got fab, staff great concierge friendly helpful, gym updating especially free weights views excellent.breakfast food great good quality,  ",5,REV-0128,2024-04-25,positive,product_quality,low,great views and breakfast,2024-04,2024-04-22
"great hotel highly reccommend, husband visited paradisus hotel october 2001 right 9/11, nervous traveling figured time n't matter, hotel lobby beautiful drinks awaiting arrival, hotel staff courteous language barrier n't difficult convey basic needs, say avoid tour surrounding hotels lunch t-shirts free tour takes darn day n't let fool really time share pitch disguise, problems bugs appeared left fruity drink night table-bad, bed broke maybe husband broke it-who knows staff fixed things promptly",5,REV-0129,2024-04-26,positive,customer_service,low,good service and hotel,2024-04,2024-04-22
"hotel gets 3 stars hell 4 5 star venue depressing calamity arriving hotel felt sick stomach actually ended house truly awful place worse hotel experience dirty shoddy place looked like film set garish new york multiple murder story not kidding.read reviews save sanity,  ",1,REV-0130,2024-04-27,negative,product_quality,high,bad room and service,2024-04,2024-04-22
"excellent location good stay, mother-in-law wife spent week aparthotel acacia, positives hotel excellent location major street 50 meters metro station easy access public transportation busses d'urgell street connect busses going places like parc montjuic sp, numerous good restaurants cafÄs easy walking distance care breakfast/lunch/dinner needs, ate breakfast hotel offers not comment, small kitchen table dining perfect needs couple dishes glasses kitchen, n't plan doing cooking bowl cereal hea",5,REV-0131,2024-04-28,positive,hotel,low,good location and stay,2024-04,2024-04-22
"unfriendly staff stayed hotel ariele days march 2007. breakfast attendant housekeeping staff friendly, rest staff formal responded short answers routine questions i.e. directions bus routes dry cleaners, wife daughter felt intruding asked questions, housekeeping staff open door knocking, location quite walk center town, wo n't return hotel,  ",1,REV-0132,2024-04-29,negative,customer_service,high,unfriendly hotel staff,2024-04,2024-04-29
