id_student,code_module,code_presentation,risk_tier,dropout_risk_score,total_clicks,avg_score,submissions,active_days,num_of_prev_attempts,final_result
645510,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
519500,FFF,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
653616,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
342678,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
607607,BBB,2013J,Critical,9.5,8.0,0.0,0.0,1.0,0,Withdrawn
554046,DDD,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
651748,GGG,2014J,Critical,9.5,2.0,0.0,0.0,1.0,0,Withdrawn
2570633,BBB,2013B,Critical,9.5,1.0,0.0,0.0,1.0,0,Withdrawn
604952,DDD,2013J,Critical,9.5,84.0,0.0,0.0,9.0,0,Withdrawn
531290,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
603953,DDD,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
600859,DDD,2013J,Critical,9.5,68.0,0.0,0.0,10.0,0,Withdrawn
689585,FFF,2014J,Critical,9.5,2.0,0.0,0.0,1.0,0,Withdrawn
689533,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
572054,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
570862,BBB,2013J,Critical,9.5,2.0,0.0,0.0,1.0,0,Withdrawn
678382,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
674419,DDD,2014J,Critical,9.5,88.0,0.0,0.0,9.0,0,Withdrawn
656115,DDD,2014J,Critical,9.5,75.0,0.0,0.0,8.0,0,Withdrawn
627670,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
532928,BBB,2013B,Critical,9.5,224.0,0.0,0.0,3.0,0,Withdrawn
588796,FFF,2013J,Critical,9.5,5.0,0.0,0.0,1.0,0,Withdrawn
627252,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
651963,DDD,2014J,Critical,9.5,1.0,0.0,0.0,1.0,0,Withdrawn
695380,FFF,2014J,Critical,9.5,188.0,0.0,0.0,9.0,0,Withdrawn
620950,BBB,2014B,Critical,9.5,3.0,0.0,0.0,1.0,0,Withdrawn
593532,FFF,2013J,Critical,9.5,30.0,0.0,0.0,1.0,0,Withdrawn
2579683,DDD,2013J,Critical,9.5,96.0,0.0,0.0,8.0,0,Withdrawn
2505413,DDD,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
2445016,DDD,2013J,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
585342,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
584676,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
584534,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
584374,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
558702,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
649394,DDD,2014J,Critical,9.5,5.0,0.0,0.0,1.0,0,Withdrawn
625307,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
530483,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
387276,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
379405,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
566560,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
619265,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
548486,DDD,2014J,Critical,9.5,99.0,0.0,0.0,6.0,1,Withdrawn
400718,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
124847,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
2630796,DDD,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
622767,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
624663,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
591411,FFF,2013J,Critical,9.5,16.0,0.0,0.0,1.0,0,Withdrawn
591057,FFF,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
640054,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
633525,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
2198356,CCC,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
2148297,CCC,2014B,Critical,9.5,2.0,0.0,0.0,1.0,0,Withdrawn
574962,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
592563,FFF,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
483343,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
697581,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
697554,FFF,2014J,Critical,9.5,1.0,0.0,0.0,1.0,0,Withdrawn
576985,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
613896,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
444625,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
441354,DDD,2014J,Critical,9.5,16.0,0.0,0.0,1.0,0,Withdrawn
591742,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
572235,DDD,2014B,Critical,9.5,150.0,0.0,0.0,6.0,0,Withdrawn
520230,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
603490,DDD,2014J,Critical,9.5,94.0,0.0,0.0,8.0,0,Withdrawn
315633,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
250058,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
583235,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
244438,DDD,2014B,Critical,9.5,112.0,0.0,0.0,7.0,1,Withdrawn
575272,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
584836,GGG,2013J,Critical,9.5,11.0,0.0,0.0,1.0,0,Withdrawn
606369,FFF,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
615047,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
332676,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
319325,DDD,2014J,Critical,9.5,6.0,0.0,0.0,1.0,0,Withdrawn
325518,CCC,2014J,Critical,9.5,132.0,0.0,0.0,7.0,0,Withdrawn
111415,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
101187,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
75309,DDD,2014J,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
607973,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
613641,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
602997,GGG,2013J,Critical,9.5,119.0,0.0,0.0,5.0,0,Withdrawn
586133,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
513368,BBB,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
616816,BBB,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
596480,FFF,2013J,Critical,9.5,164.0,0.0,0.0,10.0,0,Withdrawn
2499850,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,1,Withdrawn
535169,DDD,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
530137,DDD,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
423474,DDD,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
518451,DDD,2013B,Critical,9.5,15.0,0.0,0.0,1.0,0,Withdrawn
601491,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
651586,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
651030,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
552614,FFF,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
652017,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
652906,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
474966,DDD,2013B,Critical,9.5,107.0,0.0,0.0,8.0,1,Withdrawn
698065,GGG,2014J,Critical,9.5,77.0,0.0,0.0,7.0,0,Withdrawn
623232,FFF,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
464615,DDD,2013B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
156788,BBB,2013J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
656112,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
655878,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
555653,FFF,2013B,Critical,9.5,152.0,0.0,0.0,9.0,0,Withdrawn
555168,FFF,2013B,Critical,9.5,49.0,0.0,0.0,1.0,0,Withdrawn
675116,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
675047,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
674501,BBB,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
643085,GGG,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
2521574,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
623997,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
623601,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
619908,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
260275,FFF,2014J,Critical,9.5,4.0,0.0,0.0,1.0,0,Withdrawn
648373,FFF,2014J,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
598836,BBB,2014B,Critical,9.5,3.0,0.0,0.0,1.0,0,Withdrawn
607214,DDD,2014B,Critical,9.5,0.0,0.0,0.0,0.0,0,Withdrawn
555539,FFF,2013B,Critical,9.49,28.0,0.0,0.0,4.0,0,Withdrawn
653244,BBB,2014J,Critical,9.49,48.0,0.0,0.0,2.0,0,Withdrawn
653385,BBB,2014J,Critical,9.49,110.0,1.0,1.0,13.0,0,Withdrawn
251916,FFF,2014J,Critical,9.49,46.0,0.0,0.0,3.0,0,Withdrawn
620793,DDD,2014B,Critical,9.49,35.0,0.0,0.0,3.0,0,Withdrawn
622199,DDD,2014B,Critical,9.49,7.0,0.0,0.0,2.0,0,Withdrawn
606797,BBB,2013J,Critical,9.49,20.0,0.0,0.0,3.0,0,Withdrawn
653249,GGG,2014J,Critical,9.49,27.0,0.0,0.0,3.0,0,Withdrawn
543383,DDD,2013B,Critical,9.49,31.0,0.0,0.0,2.0,0,Withdrawn
2041743,CCC,2014J,Critical,9.49,49.0,0.0,0.0,2.0,0,Withdrawn
235258,BBB,2013J,Critical,9.49,15.0,0.0,0.0,1.0,0,Withdrawn
539774,FFF,2013B,Critical,9.49,336.0,0.0,0.0,10.0,0,Withdrawn
559019,FFF,2013B,Critical,9.49,16.0,0.0,0.0,3.0,0,Withdrawn
600541,BBB,2013J,Critical,9.49,49.0,0.0,0.0,2.0,0,Withdrawn
517362,FFF,2013B,Critical,9.49,237.0,0.0,1.0,12.0,1,Withdrawn
625835,GGG,2014J,Critical,9.49,79.0,0.0,0.0,11.0,0,Withdrawn
638417,BBB,2014J,Critical,9.49,71.0,0.0,0.0,1.0,0,Withdrawn
608173,FFF,2014B,Critical,9.49,223.0,0.0,0.0,11.0,0,Withdrawn
640835,GGG,2014J,Critical,9.49,12.0,0.0,0.0,3.0,0,Withdrawn
237418,DDD,2013J,Critical,9.49,141.0,0.0,0.0,10.0,0,Withdrawn
383608,GGG,2014J,Critical,9.49,9.0,0.0,0.0,2.0,0,Withdrawn
604027,DDD,2014B,Critical,9.49,9.0,0.0,0.0,2.0,1,Withdrawn
447007,BBB,2013B,Critical,9.49,80.0,0.0,0.0,12.0,0,Withdrawn
689352,CCC,2014J,Critical,9.49,3.0,0.0,0.0,2.0,0,Withdrawn
414077,DDD,2013J,Critical,9.49,231.0,0.0,0.0,7.0,0,Withdrawn
2045569,BBB,2014J,Critical,9.49,165.0,1.0,1.0,12.0,0,Withdrawn
674617,FFF,2014J,Critical,9.49,18.0,0.0,0.0,2.0,0,Withdrawn
598395,BBB,2014J,Critical,9.49,6.0,0.0,0.0,2.0,0,Withdrawn
488176,BBB,2013J,Critical,9.49,16.0,0.0,0.0,1.0,0,Withdrawn
555552,BBB,2013B,Critical,9.49,33.0,0.0,0.0,1.0,0,Withdrawn
1986312,GGG,2014B,Critical,9.49,6.0,0.0,0.0,2.0,0,Withdrawn
2313257,AAA,2014J,Critical,9.49,28.0,0.0,0.0,2.0,0,Withdrawn
2574822,GGG,2014B,Critical,9.49,65.0,0.0,0.0,9.0,0,Withdrawn
482635,DDD,2013J,Critical,9.49,75.0,0.0,0.0,2.0,0,Withdrawn
2342045,FFF,2014J,Critical,9.49,296.0,0.0,0.0,9.0,0,Withdrawn
574319,BBB,2013J,Critical,9.49,13.0,0.0,0.0,3.0,0,Withdrawn
601640,FFF,2013J,Critical,9.49,122.0,0.0,0.0,12.0,0,Fail
633233,FFF,2014B,Critical,9.49,49.0,0.0,0.0,1.0,0,Withdrawn
2693772,BBB,2013J,Critical,9.49,20.0,0.0,0.0,1.0,0,Withdrawn
557894,FFF,2014B,Critical,9.49,356.0,0.0,0.0,22.0,1,Withdrawn
400063,CCC,2014B,Critical,9.49,3.0,0.0,0.0,2.0,0,Withdrawn
630024,FFF,2014J,Critical,9.49,16.0,0.0,0.0,4.0,0,Withdrawn
469732,CCC,2014B,Critical,9.49,26.0,0.0,0.0,1.0,0,Withdrawn
500521,DDD,2013J,Critical,9.49,26.0,0.0,0.0,2.0,0,Withdrawn
632235,FFF,2014B,Critical,9.49,229.0,0.0,0.0,10.0,0,Withdrawn
128776,BBB,2013B,Critical,9.49,146.0,0.0,0.0,8.0,1,Withdrawn
505501,FFF,2013J,Critical,9.49,365.0,0.0,0.0,11.0,1,Withdrawn
504057,CCC,2014B,Critical,9.49,173.0,0.0,0.0,11.0,0,Withdrawn
548900,BBB,2013B,Critical,9.49,28.0,0.0,0.0,3.0,0,Withdrawn
648606,CCC,2014J,Critical,9.49,250.0,0.0,0.0,8.0,0,Withdrawn
588495,BBB,2014B,Critical,9.49,4.0,0.0,0.0,2.0,0,Withdrawn
577695,BBB,2013J,Critical,9.49,6.0,0.0,0.0,2.0,0,Withdrawn
621619,EEE,2014B,Critical,9.49,3.0,0.0,0.0,2.0,0,Withdrawn
512725,FFF,2013J,Critical,9.49,12.0,0.0,0.0,3.0,1,Withdrawn
630514,EEE,2014B,Critical,9.49,7.0,0.0,0.0,2.0,0,Withdrawn
545521,BBB,2013B,Critical,9.49,26.0,0.0,0.0,4.0,0,Withdrawn
566704,DDD,2013J,Critical,9.49,121.0,0.0,0.0,11.0,0,Withdrawn
2298316,FFF,2014B,Critical,9.49,352.0,0.0,0.0,10.0,0,Withdrawn
579499,EEE,2013J,Critical,9.49,5.0,0.0,0.0,4.0,0,Withdrawn
502479,EEE,2013J,Critical,9.49,12.0,0.0,0.0,3.0,0,Withdrawn
584628,DDD,2013J,Critical,9.49,98.0,0.0,0.0,10.0,0,Withdrawn
156788,FFF,2014B,Critical,9.49,21.0,0.0,0.0,2.0,0,Withdrawn
587310,DDD,2013J,Critical,9.49,48.0,0.0,0.0,1.0,0,Withdrawn
580824,FFF,2013J,Critical,9.49,173.0,0.0,0.0,14.0,0,Withdrawn
536519,BBB,2013B,Critical,9.49,142.0,0.0,0.0,8.0,0,Withdrawn
688475,FFF,2014J,Critical,9.49,30.0,0.0,0.0,3.0,0,Withdrawn
582665,FFF,2013J,Critical,9.49,3.0,0.0,0.0,2.0,0,Withdrawn
1991049,DDD,2014J,Critical,9.49,10.0,0.0,0.0,3.0,1,Withdrawn
685546,DDD,2014J,Critical,9.49,10.0,0.0,0.0,3.0,0,Withdrawn
688213,DDD,2014J,Critical,9.49,21.0,0.0,0.0,3.0,0,Withdrawn
420745,DDD,2014J,Critical,9.49,11.0,0.0,0.0,2.0,2,Withdrawn
2697608,FFF,2013J,Critical,9.49,26.0,0.0,0.0,3.0,0,Withdrawn
600042,CCC,2014J,Critical,9.49,11.0,0.0,0.0,2.0,0,Withdrawn
629623,CCC,2014B,Critical,9.49,63.0,0.0,0.0,2.0,0,Withdrawn
675052,DDD,2014J,Critical,9.49,29.0,0.0,0.0,1.0,0,Withdrawn
675253,DDD,2014J,Critical,9.49,97.0,0.0,0.0,12.0,0,Withdrawn
679388,DDD,2014J,Critical,9.49,22.0,0.0,0.0,4.0,0,Withdrawn
587912,FFF,2013J,Critical,9.49,61.0,0.0,0.0,4.0,0,Withdrawn
689051,FFF,2014J,Critical,9.49,3.0,0.0,0.0,2.0,0,Withdrawn
630514,CCC,2014B,Critical,9.49,38.0,0.0,0.0,1.0,0,Withdrawn
141182,DDD,2014B,Critical,9.49,12.0,0.0,0.0,2.0,1,Withdrawn
625619,BBB,2014B,Critical,9.49,21.0,0.0,0.0,4.0,0,Withdrawn
633237,DDD,2014J,Critical,9.49,170.0,0.0,0.0,7.0,0,Withdrawn
470555,DDD,2014B,Critical,9.49,149.0,0.0,0.0,10.0,0,Withdrawn
554407,DDD,2014J,Critical,9.49,18.0,0.0,0.0,2.0,0,Withdrawn
507303,BBB,2013B,Critical,9.49,24.0,0.0,0.0,1.0,0,Withdrawn
591015,FFF,2013J,Critical,9.49,29.0,0.0,0.0,2.0,0,Withdrawn
2597673,DDD,2013J,Critical,9.49,24.0,0.0,0.0,4.0,0,Withdrawn
574783,BBB,2013J,Critical,9.49,17.0,0.0,0.0,2.0,0,Withdrawn
409284,DDD,2014B,Critical,9.49,33.0,0.0,0.0,3.0,0,Withdrawn
96945,DDD,2013B,Critical,9.49,9.0,0.0,0.0,2.0,0,Withdrawn
648158,GGG,2014J,Critical,9.49,13.0,0.0,0.0,4.0,0,Withdrawn
653826,BBB,2014J,Critical,9.49,42.0,0.0,0.0,1.0,0,Withdrawn
311117,DDD,2013B,Critical,9.49,402.0,0.0,0.0,24.0,0,Withdrawn
310865,DDD,2013B,Critical,9.49,160.0,0.0,0.0,9.0,1,Withdrawn
686898,GGG,2014J,Critical,9.49,4.0,0.0,0.0,2.0,0,Withdrawn
649161,FFF,2014J,Critical,9.49,6.0,0.0,0.0,2.0,0,Withdrawn
688203,FFF,2014J,Critical,9.48,194.0,0.0,0.0,16.0,0,Withdrawn
595990,EEE,2013J,Critical,9.48,237.0,0.0,0.0,2.0,0,Withdrawn
1108120,BBB,2014B,Critical,9.48,55.0,0.0,0.0,2.0,0,Withdrawn
601392,DDD,2013J,Critical,9.48,56.0,0.0,0.0,4.0,0,Withdrawn
575773,DDD,2013J,Critical,9.48,72.0,0.0,0.0,5.0,0,Withdrawn
686100,FFF,2014J,Critical,9.48,104.0,0.0,0.0,6.0,0,Withdrawn
590881,DDD,2013J,Critical,9.48,45.0,0.0,0.0,7.0,0,Withdrawn
630009,DDD,2014B,Critical,9.48,223.0,0.0,0.0,10.0,0,Withdrawn
627616,DDD,2014B,Critical,9.48,208.0,0.0,0.0,11.0,0,Withdrawn
586282,FFF,2014J,Critical,9.48,214.0,0.0,0.0,17.0,0,Withdrawn
247342,DDD,2014B,Critical,9.48,60.0,0.0,0.0,4.0,0,Withdrawn
629623,EEE,2014B,Critical,9.48,123.0,0.0,0.0,4.0,0,Withdrawn
689352,FFF,2014J,Critical,9.48,16.0,0.0,0.0,6.0,0,Withdrawn
598442,FFF,2014J,Critical,9.48,211.0,0.0,0.0,5.0,0,Withdrawn
628402,BBB,2014B,Critical,9.48,45.0,0.0,0.0,3.0,0,Withdrawn
604912,DDD,2013J,Critical,9.48,87.0,0.0,0.0,5.0,0,Withdrawn
626930,CCC,2014B,Critical,9.48,125.0,0.0,0.0,13.0,0,Withdrawn
329095,FFF,2014J,Critical,9.48,51.0,0.0,0.0,5.0,0,Withdrawn
360278,FFF,2014J,Critical,9.48,224.0,0.0,0.0,5.0,0,Withdrawn
576834,EEE,2013J,Critical,9.48,57.0,0.0,0.0,6.0,0,Withdrawn
525060,CCC,2014J,Critical,9.48,213.0,0.0,0.0,12.0,0,Withdrawn
601270,DDD,2014B,Critical,9.48,103.0,0.0,0.0,4.0,1,Withdrawn
551340,DDD,2014B,Critical,9.48,61.0,0.0,0.0,4.0,0,Withdrawn
491688,FFF,2013J,Critical,9.48,135.0,0.0,0.0,5.0,0,Withdrawn
648440,EEE,2014J,Critical,9.48,92.0,0.0,0.0,4.0,0,Withdrawn
643755,EEE,2014J,Critical,9.48,82.0,0.0,0.0,4.0,0,Withdrawn
635165,FFF,2014J,Critical,9.48,41.0,0.0,0.0,8.0,0,Withdrawn
632773,FFF,2014J,Critical,9.48,154.0,0.0,0.0,3.0,1,Withdrawn
1745145,FFF,2014J,Critical,9.48,118.0,0.0,0.0,4.0,0,Withdrawn
565526,FFF,2014B,Critical,9.48,91.0,0.0,0.0,6.0,0,Withdrawn
1040037,EEE,2014J,Critical,9.48,282.0,0.0,0.0,10.0,0,Withdrawn
296911,FFF,2013B,Critical,9.48,9.0,0.0,0.0,6.0,1,Withdrawn
617401,DDD,2014B,Critical,9.48,57.0,0.0,0.0,4.0,0,Withdrawn
2076177,BBB,2013B,Critical,9.48,68.0,0.0,0.0,5.0,0,Withdrawn
1935774,DDD,2013B,Critical,9.48,68.0,0.0,0.0,15.0,1,Withdrawn
512305,FFF,2013B,Critical,9.48,329.0,0.0,0.0,16.0,1,Withdrawn
684890,BBB,2014J,Critical,9.48,0.0,1.0,1.0,0.0,0,Withdrawn
519600,FFF,2013B,Critical,9.48,48.0,0.0,0.0,6.0,0,Withdrawn
617847,FFF,2014B,Critical,9.48,97.0,0.0,0.0,6.0,0,Withdrawn
617638,FFF,2014B,Critical,9.48,50.0,0.0,0.0,5.0,0,Withdrawn
647312,BBB,2014J,Critical,9.48,213.0,1.0,1.0,12.0,0,Withdrawn
647111,FFF,2014J,Critical,9.48,61.0,0.0,0.0,6.0,0,Withdrawn
649547,FFF,2014J,Critical,9.48,74.0,0.0,0.0,6.0,0,Withdrawn
305812,BBB,2013J,Critical,9.48,97.0,0.0,0.0,3.0,1,Withdrawn
558317,DDD,2013B,Critical,9.48,42.0,0.0,0.0,4.0,0,Withdrawn
554587,DDD,2013B,Critical,9.48,68.0,0.0,0.0,3.0,0,Withdrawn
650656,GGG,2014J,Critical,9.48,68.0,0.0,0.0,4.0,0,Withdrawn
675879,GGG,2014J,Critical,9.48,37.0,0.0,0.0,3.0,0,Withdrawn
697364,GGG,2014J,Critical,9.48,56.0,0.0,0.0,4.0,0,Withdrawn
606333,BBB,2013J,Critical,9.48,26.0,0.0,0.0,4.0,0,Withdrawn
530762,DDD,2013B,Critical,9.48,57.0,0.0,0.0,4.0,0,Withdrawn
2048119,GGG,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
599877,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
588383,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
2591014,CCC,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
572413,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
620175,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
620047,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
619901,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
626799,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
574727,BBB,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
591677,FFF,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
624202,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
2213982,CCC,2014B,Critical,9.47,120.0,0.0,0.0,20.0,0,Withdrawn
614499,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
695449,FFF,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
622180,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
621890,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
620865,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
368389,FFF,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
575207,BBB,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
606247,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
352600,DDD,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
646020,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
645906,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
645710,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
622645,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
624427,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
591620,FFF,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
408872,FFF,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
644881,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
1664810,CCC,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
519647,BBB,2013B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
525543,BBB,2013B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
636712,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
616848,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
618957,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
593865,FFF,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
547464,DDD,2014J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
422752,BBB,2013B,Critical,9.47,140.0,0.0,0.0,3.0,0,Withdrawn
399108,BBB,2013B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
398949,BBB,2013B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
602004,GGG,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
491912,DDD,2014B,Critical,9.47,0.0,0.0,0.0,0.0,1,Withdrawn
570721,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
579448,BBB,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
579256,BBB,2013J,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
584566,BBB,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
1938024,CCC,2014B,Critical,9.47,0.0,0.0,0.0,0.0,0,Withdrawn
