id_student,code_module,code_presentation,risk_tier,dropout_risk_score,final_result
645793,BBB,2014J,High,6.49,Fail
645950,BBB,2014J,Medium,4.29,Pass
645996,BBB,2014J,Critical,9.53,Withdrawn
646004,BBB,2014J,Critical,8.39,Withdrawn
646063,BBB,2014J,Medium,5.18,Pass
646075,BBB,2014J,High,6.5,Fail
646119,BBB,2014J,Medium,4.86,Pass
646133,BBB,2014J,Critical,9.53,Withdrawn
646151,BBB,2014J,Critical,9.53,Withdrawn
646178,BBB,2014J,Medium,4.61,Fail
646202,BBB,2014J,Medium,4.16,Pass
646260,BBB,2014J,Medium,4.69,Fail
646352,BBB,2014J,Medium,4.41,Fail
646415,BBB,2014J,Medium,5.3,Fail
646418,BBB,2014J,Medium,4.69,Distinction
646445,BBB,2014J,Critical,9.3,Withdrawn
646455,BBB,2014J,Critical,9.46,Withdrawn
646482,BBB,2014J,Medium,4.65,Pass
646484,BBB,2014J,Medium,4.06,Pass
646515,BBB,2014J,Critical,9.6,Withdrawn
646579,BBB,2014J,Medium,4.08,Pass
646580,BBB,2014J,Critical,9.43,Withdrawn
646618,BBB,2014J,Medium,4.16,Distinction
646636,BBB,2014J,Critical,9.47,Withdrawn
646659,BBB,2014J,Medium,4.57,Fail
646691,BBB,2014J,Medium,4.82,Fail
646770,BBB,2014J,Critical,9.37,Withdrawn
646776,BBB,2014J,Medium,4.87,Pass
646781,BBB,2014J,Medium,4.65,Pass
646798,BBB,2014J,Medium,4.75,Pass
646844,BBB,2014J,Medium,4.45,Pass
646852,BBB,2014J,Critical,7.71,Withdrawn
646901,BBB,2014J,Medium,5.07,Pass
646906,BBB,2014J,Critical,9.33,Withdrawn
647056,BBB,2014J,Medium,4.44,Pass
647126,BBB,2014J,Critical,9.46,Withdrawn
647200,BBB,2014J,Medium,4.61,Fail
647220,BBB,2014J,Critical,9.47,Withdrawn
647312,BBB,2014J,Critical,9.48,Withdrawn
647346,BBB,2014J,Medium,3.68,Distinction
647385,BBB,2014J,Medium,4.18,Distinction
647393,BBB,2014J,Medium,4.42,Pass
647395,BBB,2014J,Medium,4.22,Distinction
647502,BBB,2014J,Medium,5.13,Pass
647511,BBB,2014J,High,6.43,Fail
647553,BBB,2014J,Medium,4.59,Pass
647711,BBB,2014J,Critical,8.59,Withdrawn
647740,BBB,2014J,Critical,9.47,Withdrawn
647762,BBB,2014J,Medium,4.04,Pass
647764,BBB,2014J,Medium,4.75,Pass
647774,BBB,2014J,High,7.28,Withdrawn
647803,BBB,2014J,Medium,4.71,Pass
647807,BBB,2014J,Critical,9.47,Withdrawn
647864,BBB,2014J,Critical,9.47,Withdrawn
647876,BBB,2014J,High,6.33,Withdrawn
647883,BBB,2014J,Medium,4.5,Pass
647940,BBB,2014J,Critical,9.6,Withdrawn
647964,BBB,2014J,Critical,9.43,Withdrawn
647967,BBB,2014J,Medium,4.76,Pass
647982,BBB,2014J,Medium,4.74,Pass
647993,BBB,2014J,Critical,9.33,Withdrawn
647999,BBB,2014J,Critical,9.37,Withdrawn
648063,BBB,2014J,Medium,4.78,Pass
648082,BBB,2014J,Medium,4.35,Fail
648119,BBB,2014J,High,5.64,Fail
648120,BBB,2014J,Critical,8.44,Withdrawn
648127,BBB,2014J,Critical,8.71,Withdrawn
648131,BBB,2014J,High,6.46,Fail
648135,BBB,2014J,Medium,4.65,Pass
648182,BBB,2014J,Medium,4.95,Pass
648194,BBB,2014J,Medium,4.44,Pass
648201,BBB,2014J,Critical,8.01,Withdrawn
648203,BBB,2014J,Critical,9.47,Withdrawn
648238,BBB,2014J,Critical,9.53,Withdrawn
648247,BBB,2014J,Critical,9.5,Withdrawn
648262,BBB,2014J,Medium,5.01,Pass
648310,BBB,2014J,Medium,4.74,Pass
648311,BBB,2014J,Medium,4.57,Fail
648317,BBB,2014J,Critical,9.3,Withdrawn
648335,BBB,2014J,High,6.5,Fail
648386,BBB,2014J,Critical,7.59,Withdrawn
648391,BBB,2014J,High,6.46,Fail
648416,BBB,2014J,Medium,4.68,Pass
648449,BBB,2014J,Medium,4.05,Distinction
648476,BBB,2014J,Medium,4.87,Pass
648487,BBB,2014J,Medium,4.8,Pass
648519,BBB,2014J,Critical,8.49,Withdrawn
648537,BBB,2014J,Medium,4.34,Pass
648543,BBB,2014J,Medium,4.0,Pass
648549,BBB,2014J,Medium,4.5,Pass
648553,BBB,2014J,Medium,4.7,Pass
648556,BBB,2014J,Critical,9.47,Withdrawn
648585,BBB,2014J,Medium,5.16,Pass
648589,BBB,2014J,Critical,9.6,Withdrawn
648596,BBB,2014J,Critical,9.58,Withdrawn
648640,BBB,2014J,Critical,9.4,Withdrawn
648676,BBB,2014J,Critical,7.95,Withdrawn
648693,BBB,2014J,Medium,4.24,Distinction
648709,BBB,2014J,Critical,7.57,Withdrawn
648713,BBB,2014J,Medium,4.67,Pass
648728,BBB,2014J,Medium,4.67,Pass
648751,BBB,2014J,Medium,4.48,Pass
648754,BBB,2014J,Critical,9.29,Withdrawn
648760,BBB,2014J,Medium,4.72,Pass
648778,BBB,2014J,Medium,4.31,Pass
648807,BBB,2014J,Medium,4.51,Pass
648820,BBB,2014J,Critical,9.37,Withdrawn
648845,BBB,2014J,Medium,4.98,Pass
648928,BBB,2014J,Critical,8.67,Withdrawn
648951,BBB,2014J,Medium,5.47,Fail
648961,BBB,2014J,Critical,9.53,Withdrawn
648985,BBB,2014J,Medium,5.25,Pass
649000,BBB,2014J,Critical,7.53,Withdrawn
649018,BBB,2014J,Medium,4.85,Pass
649025,BBB,2014J,Medium,4.35,Pass
649026,BBB,2014J,High,7.37,Withdrawn
649027,BBB,2014J,Medium,5.21,Fail
649110,BBB,2014J,Medium,4.22,Pass
649119,BBB,2014J,Medium,5.2,Pass
649189,BBB,2014J,Medium,3.88,Distinction
649209,BBB,2014J,Critical,9.37,Withdrawn
649221,BBB,2014J,Medium,4.19,Pass
649231,BBB,2014J,Medium,4.41,Pass
649247,BBB,2014J,Critical,9.43,Withdrawn
649278,BBB,2014J,Critical,9.4,Withdrawn
649291,BBB,2014J,Medium,4.31,Pass
649345,BBB,2014J,Medium,4.51,Pass
649351,BBB,2014J,Critical,9.37,Withdrawn
649444,BBB,2014J,Critical,9.29,Withdrawn
649518,BBB,2014J,Medium,4.25,Pass
649542,BBB,2014J,Critical,7.95,Withdrawn
649543,BBB,2014J,Medium,5.15,Fail
649578,BBB,2014J,Medium,4.86,Fail
649621,BBB,2014J,Medium,5.27,Fail
649638,BBB,2014J,High,7.29,Withdrawn
649654,BBB,2014J,Medium,3.91,Distinction
649686,BBB,2014J,Critical,9.6,Withdrawn
649692,BBB,2014J,Medium,5.11,Fail
649731,BBB,2014J,Critical,9.47,Withdrawn
649742,BBB,2014J,Medium,4.26,Pass
649749,BBB,2014J,Medium,4.28,Pass
649795,BBB,2014J,Medium,4.27,Pass
649824,BBB,2014J,Medium,4.51,Distinction
649886,BBB,2014J,Critical,9.4,Withdrawn
649905,BBB,2014J,Medium,4.56,Pass
649962,BBB,2014J,Medium,4.54,Pass
649980,BBB,2014J,Critical,7.7,Withdrawn
650050,BBB,2014J,High,6.45,Fail
650090,BBB,2014J,Critical,9.33,Withdrawn
650114,BBB,2014J,Medium,5.06,Pass
650121,BBB,2014J,Critical,9.47,Withdrawn
650161,BBB,2014J,Medium,4.3,Distinction
650181,BBB,2014J,Critical,9.47,Withdrawn
650247,BBB,2014J,Medium,4.22,Pass
650269,BBB,2014J,Medium,5.05,Pass
650354,BBB,2014J,Critical,8.42,Withdrawn
650357,BBB,2014J,Critical,9.53,Withdrawn
650371,BBB,2014J,Medium,4.34,Pass
650433,BBB,2014J,Medium,5.48,Fail
650451,BBB,2014J,Critical,7.81,Withdrawn
650517,BBB,2014J,High,6.52,Fail
650531,BBB,2014J,Medium,5.3,Pass
650548,BBB,2014J,High,6.6,Fail
650565,BBB,2014J,Medium,4.86,Fail
650606,BBB,2014J,Medium,4.38,Distinction
650676,BBB,2014J,Critical,9.47,Withdrawn
650746,BBB,2014J,Critical,9.36,Withdrawn
650797,BBB,2014J,Medium,4.71,Pass
650953,BBB,2014J,Medium,5.33,Fail
650958,BBB,2014J,Medium,4.28,Pass
650961,BBB,2014J,Critical,8.9,Withdrawn
650964,BBB,2014J,Critical,9.38,Withdrawn
650979,BBB,2014J,High,5.51,Pass
651004,BBB,2014J,Critical,8.52,Withdrawn
651008,BBB,2014J,Medium,4.81,Pass
651027,BBB,2014J,Medium,5.42,Pass
651030,BBB,2014J,Critical,9.5,Withdrawn
651065,BBB,2014J,Medium,4.57,Pass
651087,BBB,2014J,High,6.58,Fail
651089,BBB,2014J,Critical,8.15,Withdrawn
651148,BBB,2014J,Medium,4.39,Pass
651177,BBB,2014J,Medium,3.7,Pass
651209,BBB,2014J,High,5.53,Pass
651257,BBB,2014J,Medium,4.48,Pass
651278,BBB,2014J,Medium,4.8,Fail
651324,BBB,2014J,Medium,5.09,Pass
651359,BBB,2014J,Medium,4.31,Distinction
651394,BBB,2014J,Medium,5.36,Fail
651415,BBB,2014J,Medium,4.43,Pass
651429,BBB,2014J,Medium,4.61,Pass
651520,BBB,2014J,Critical,9.6,Withdrawn
651544,BBB,2014J,Medium,4.91,Pass
651586,BBB,2014J,Critical,9.5,Withdrawn
651605,BBB,2014J,Medium,4.87,Pass
651609,BBB,2014J,Critical,9.52,Withdrawn
651610,BBB,2014J,Critical,9.47,Withdrawn
651655,BBB,2014J,Medium,4.93,Pass
651659,BBB,2014J,Medium,4.61,Pass
651678,BBB,2014J,Medium,4.8,Pass
651775,BBB,2014J,Medium,4.58,Pass
651778,BBB,2014J,High,6.47,Fail
651798,BBB,2014J,Critical,9.5,Withdrawn
651801,BBB,2014J,Critical,9.45,Withdrawn
651814,BBB,2014J,Critical,9.47,Withdrawn
651831,BBB,2014J,Critical,9.4,Withdrawn
651863,BBB,2014J,Medium,4.47,Pass
651883,BBB,2014J,Medium,5.25,Pass
651925,BBB,2014J,Medium,4.51,Pass
651939,BBB,2014J,Medium,4.33,Pass
651974,BBB,2014J,Critical,9.3,Withdrawn
651979,BBB,2014J,Medium,5.01,Pass
651980,BBB,2014J,Medium,4.41,Distinction
651991,BBB,2014J,Medium,4.11,Pass
652006,BBB,2014J,Critical,9.6,Withdrawn
652017,BBB,2014J,Critical,9.5,Withdrawn
652044,BBB,2014J,Medium,4.81,Pass
652090,BBB,2014J,Medium,4.68,Distinction
652105,BBB,2014J,High,6.6,Fail
652114,BBB,2014J,High,6.6,Fail
652130,BBB,2014J,Critical,9.54,Withdrawn
652149,BBB,2014J,Medium,4.7,Pass
652156,BBB,2014J,Medium,4.61,Pass
652158,BBB,2014J,Medium,4.6,Pass
652226,BBB,2014J,Medium,4.59,Pass
652288,BBB,2014J,High,6.15,Fail
652315,BBB,2014J,Critical,9.6,Withdrawn
652366,BBB,2014J,Critical,9.33,Withdrawn
652390,BBB,2014J,Medium,5.0,Pass
652522,BBB,2014J,High,5.73,Fail
652533,BBB,2014J,Critical,9.47,Withdrawn
652553,BBB,2014J,Medium,5.49,Pass
652556,BBB,2014J,Medium,4.93,Fail
652558,BBB,2014J,Critical,9.47,Withdrawn
652572,BBB,2014J,Medium,4.95,Pass
652584,BBB,2014J,Critical,9.6,Withdrawn
652585,BBB,2014J,Critical,7.52,Withdrawn
652586,BBB,2014J,Medium,3.56,Distinction
652605,BBB,2014J,Medium,5.01,Pass
652731,BBB,2014J,Critical,9.29,Withdrawn
652744,BBB,2014J,Critical,9.4,Withdrawn
652754,BBB,2014J,High,6.36,Withdrawn
652803,BBB,2014J,Critical,9.4,Withdrawn
652818,BBB,2014J,Medium,4.49,Pass
652851,BBB,2014J,Medium,4.58,Pass
652886,BBB,2014J,Medium,5.17,Pass
652906,BBB,2014J,Critical,9.5,Withdrawn
652933,BBB,2014J,Critical,9.45,Withdrawn
652969,BBB,2014J,Medium,5.14,Pass
653027,BBB,2014J,Medium,5.18,Fail
653034,BBB,2014J,Critical,9.43,Withdrawn
653052,BBB,2014J,Medium,5.0,Fail
653059,BBB,2014J,High,6.38,Fail
653068,BBB,2014J,Medium,4.78,Pass
653086,BBB,2014J,Medium,4.43,Distinction
653097,BBB,2014J,Critical,9.53,Withdrawn
653188,BBB,2014J,High,5.5,Fail
653193,BBB,2014J,Critical,9.53,Withdrawn
653239,BBB,2014J,Medium,4.83,Pass
653240,BBB,2014J,Medium,4.61,Pass
653244,BBB,2014J,Critical,9.49,Withdrawn
653262,BBB,2014J,Medium,4.88,Pass
653295,BBB,2014J,Critical,9.53,Withdrawn
653384,BBB,2014J,Critical,8.18,Withdrawn
653385,BBB,2014J,Critical,9.49,Withdrawn
653465,BBB,2014J,High,5.86,Fail
653541,BBB,2014J,Critical,7.76,Withdrawn
653551,BBB,2014J,Critical,9.47,Withdrawn
653577,BBB,2014J,Medium,4.54,Distinction
653597,BBB,2014J,Medium,4.74,Fail
653633,BBB,2014J,Critical,7.55,Withdrawn
653664,BBB,2014J,Medium,4.83,Pass
653702,BBB,2014J,Medium,5.17,Pass
653730,BBB,2014J,Critical,9.47,Withdrawn
653752,BBB,2014J,Medium,4.27,Fail
653762,BBB,2014J,Medium,4.97,Fail
653826,BBB,2014J,Critical,9.49,Withdrawn
653840,BBB,2014J,Medium,4.37,Pass
653870,BBB,2014J,Medium,5.03,Pass
653944,BBB,2014J,Medium,5.12,Pass
653951,BBB,2014J,Medium,4.55,Fail
653952,BBB,2014J,High,7.35,Withdrawn
653958,BBB,2014J,Medium,4.56,Pass
654001,BBB,2014J,Critical,9.35,Withdrawn
654005,BBB,2014J,Medium,4.59,Pass
654043,BBB,2014J,Medium,4.57,Pass
654071,BBB,2014J,Critical,9.23,Withdrawn
654206,BBB,2014J,Medium,4.47,Pass
654214,BBB,2014J,Critical,9.4,Withdrawn
654256,BBB,2014J,Critical,9.53,Withdrawn
654259,BBB,2014J,Critical,9.6,Withdrawn
654265,BBB,2014J,High,7.29,Withdrawn
654333,BBB,2014J,Critical,9.43,Withdrawn
654392,BBB,2014J,High,7.12,Withdrawn
654404,BBB,2014J,Medium,4.84,Pass
654415,BBB,2014J,Medium,4.92,Pass
654422,BBB,2014J,Critical,9.55,Withdrawn
654524,BBB,2014J,Medium,5.03,Pass
654545,BBB,2014J,Medium,5.04,Fail
654585,BBB,2014J,High,6.34,Fail
654639,BBB,2014J,Critical,9.51,Withdrawn
654657,BBB,2014J,Medium,5.02,Pass
654678,BBB,2014J,High,7.27,Withdrawn
654796,BBB,2014J,Critical,9.47,Withdrawn
654856,BBB,2014J,Medium,4.14,Pass
654913,BBB,2014J,Critical,9.37,Withdrawn
654923,BBB,2014J,Critical,9.41,Withdrawn
654958,BBB,2014J,Critical,9.35,Withdrawn
655084,BBB,2014J,Medium,4.45,Pass
655086,BBB,2014J,High,6.39,Fail
655152,BBB,2014J,High,7.2,Withdrawn
655155,BBB,2014J,High,7.4,Withdrawn
655224,BBB,2014J,Critical,9.53,Withdrawn
655230,BBB,2014J,Critical,8.51,Withdrawn
655296,BBB,2014J,Medium,5.07,Pass
655314,BBB,2014J,Medium,3.98,Distinction
655342,BBB,2014J,Medium,4.55,Pass
655406,BBB,2014J,Critical,9.58,Withdrawn
655414,BBB,2014J,Critical,9.4,Withdrawn
655460,BBB,2014J,Medium,4.89,Fail
655471,BBB,2014J,Medium,4.8,Fail
655546,BBB,2014J,Low,3.47,Pass
655547,BBB,2014J,Medium,5.1,Pass
655572,BBB,2014J,Medium,4.95,Fail
655605,BBB,2014J,Medium,4.38,Fail
655613,BBB,2014J,Medium,5.16,Fail
655662,BBB,2014J,High,6.37,Fail
655668,BBB,2014J,Medium,4.72,Fail
655828,BBB,2014J,Medium,4.43,Pass
655829,BBB,2014J,Critical,9.6,Withdrawn
655878,BBB,2014J,Critical,9.5,Withdrawn
655992,BBB,2014J,Critical,9.43,Withdrawn
656067,BBB,2014J,Medium,5.05,Pass
656089,BBB,2014J,Critical,7.78,Withdrawn
656112,BBB,2014J,Critical,9.5,Withdrawn
656122,BBB,2014J,Critical,9.38,Withdrawn
656129,BBB,2014J,Critical,9.43,Withdrawn
656181,BBB,2014J,Medium,5.35,Fail
656187,BBB,2014J,Medium,4.64,Pass
656190,BBB,2014J,Medium,5.04,Pass
656194,BBB,2014J,Medium,4.82,Pass
656196,BBB,2014J,Medium,4.69,Pass
656197,BBB,2014J,Medium,4.76,Pass
656200,BBB,2014J,Medium,4.81,Pass
656204,BBB,2014J,Critical,7.89,Withdrawn
656206,BBB,2014J,Medium,4.91,Pass
656208,BBB,2014J,Medium,4.98,Pass
656217,BBB,2014J,Medium,5.26,Pass
656222,BBB,2014J,Medium,4.77,Fail
656227,BBB,2014J,Medium,4.33,Distinction
656228,BBB,2014J,Critical,9.47,Withdrawn
656253,BBB,2014J,Medium,4.93,Pass
656276,BBB,2014J,High,6.36,Fail
656352,BBB,2014J,Medium,5.15,Pass
656373,BBB,2014J,Medium,4.14,Distinction
656386,BBB,2014J,Medium,4.4,Pass
656412,BBB,2014J,Critical,9.36,Withdrawn
656453,BBB,2014J,Critical,9.46,Withdrawn
656455,BBB,2014J,High,6.46,Fail
656472,BBB,2014J,High,7.36,Withdrawn
656475,BBB,2014J,High,5.51,Fail
656481,BBB,2014J,Medium,4.39,Pass
656494,BBB,2014J,Medium,5.13,Pass
656522,BBB,2014J,Medium,4.63,Pass
656540,BBB,2014J,Medium,4.66,Pass
656549,BBB,2014J,Critical,8.7,Withdrawn
656557,BBB,2014J,Medium,4.02,Pass
656566,BBB,2014J,Medium,4.71,Fail
656576,BBB,2014J,Critical,9.59,Withdrawn
656681,BBB,2014J,Medium,4.56,Pass
656698,BBB,2014J,Medium,5.03,Fail
656711,BBB,2014J,Medium,5.01,Pass
656755,BBB,2014J,High,5.55,Fail
656784,BBB,2014J,Medium,4.6,Fail
656873,BBB,2014J,Medium,4.84,Pass
656915,BBB,2014J,Medium,4.22,Pass
656990,BBB,2014J,Medium,3.65,Pass
657032,BBB,2014J,Medium,4.65,Pass
657099,BBB,2014J,High,5.56,Fail
657290,BBB,2014J,Medium,4.68,Pass
657293,BBB,2014J,Medium,4.28,Distinction
674201,BBB,2014J,Critical,9.3,Withdrawn
674214,BBB,2014J,Medium,4.45,Pass
674276,BBB,2014J,Medium,4.51,Pass
674280,BBB,2014J,Critical,9.47,Withdrawn
674290,BBB,2014J,Medium,4.25,Distinction
674319,BBB,2014J,Critical,7.51,Withdrawn
674322,BBB,2014J,Medium,5.17,Pass
674323,BBB,2014J,Critical,7.55,Withdrawn
674349,BBB,2014J,Medium,4.32,Distinction
674495,BBB,2014J,Medium,4.38,Pass
674501,BBB,2014J,Critical,9.5,Withdrawn
674502,BBB,2014J,Critical,9.43,Withdrawn
674548,BBB,2014J,Critical,9.6,Withdrawn
674576,BBB,2014J,Medium,4.03,Pass
674605,BBB,2014J,Medium,4.44,Pass
674616,BBB,2014J,Medium,5.23,Fail
674643,BBB,2014J,Critical,9.53,Withdrawn
674746,BBB,2014J,High,7.36,Withdrawn
674748,BBB,2014J,High,7.48,Withdrawn
674758,BBB,2014J,Critical,8.67,Withdrawn
674777,BBB,2014J,Medium,4.76,Pass
674784,BBB,2014J,Medium,4.59,Pass
674922,BBB,2014J,Medium,5.11,Pass
674960,BBB,2014J,Medium,5.32,Pass
675042,BBB,2014J,Medium,4.63,Pass
675047,BBB,2014J,Critical,9.5,Withdrawn
675059,BBB,2014J,High,6.58,Fail
675085,BBB,2014J,Medium,4.7,Pass
675094,BBB,2014J,Critical,8.79,Withdrawn
675096,BBB,2014J,Critical,8.06,Withdrawn
675116,BBB,2014J,Critical,9.5,Withdrawn
675159,BBB,2014J,Medium,3.92,Pass
675161,BBB,2014J,Critical,9.47,Withdrawn
675165,BBB,2014J,Critical,9.44,Withdrawn
675178,BBB,2014J,Critical,9.33,Withdrawn
675223,BBB,2014J,Medium,5.01,Pass
675231,BBB,2014J,Medium,4.24,Pass
675246,BBB,2014J,Critical,9.37,Withdrawn
675526,BBB,2014J,Medium,4.63,Pass
675576,BBB,2014J,Medium,5.17,Pass
675627,BBB,2014J,Critical,9.6,Withdrawn
675671,BBB,2014J,Medium,4.55,Withdrawn
675673,BBB,2014J,Critical,9.33,Withdrawn
675728,BBB,2014J,Medium,5.35,Fail
675750,BBB,2014J,Critical,7.67,Withdrawn
675807,BBB,2014J,Medium,4.35,Pass
675922,BBB,2014J,Critical,9.25,Withdrawn
675929,BBB,2014J,High,5.76,Fail
676011,BBB,2014J,High,6.36,Fail
676093,BBB,2014J,Critical,9.4,Withdrawn
676151,BBB,2014J,Medium,4.03,Pass
676169,BBB,2014J,Medium,4.97,Pass
676176,BBB,2014J,Medium,4.29,Pass
676258,BBB,2014J,High,7.41,Withdrawn
676322,BBB,2014J,Medium,4.29,Distinction
676350,BBB,2014J,High,6.47,Fail
676376,BBB,2014J,Critical,9.3,Withdrawn
676401,BBB,2014J,Medium,4.32,Distinction
676420,BBB,2014J,Critical,9.3,Withdrawn
676428,BBB,2014J,Medium,4.19,Pass
676604,BBB,2014J,Medium,5.02,Fail
676633,BBB,2014J,Medium,4.61,Pass
676705,BBB,2014J,Medium,4.62,Distinction
676750,BBB,2014J,Medium,4.4,Distinction
676785,BBB,2014J,Critical,9.53,Withdrawn
676898,BBB,2014J,Medium,4.43,Pass
676948,BBB,2014J,Medium,4.96,Pass
676962,BBB,2014J,Medium,4.79,Pass
676969,BBB,2014J,High,6.6,Fail
676973,BBB,2014J,Critical,9.47,Withdrawn
677004,BBB,2014J,Medium,5.34,Fail
677039,BBB,2014J,Critical,9.33,Withdrawn
677154,BBB,2014J,Medium,4.76,Fail
677190,BBB,2014J,Critical,9.5,Withdrawn
677201,BBB,2014J,Medium,4.93,Fail
677203,BBB,2014J,Medium,4.32,Pass
677230,BBB,2014J,Critical,9.33,Withdrawn
677338,BBB,2014J,High,7.33,Withdrawn
677411,BBB,2014J,Critical,9.5,Withdrawn
677462,BBB,2014J,Medium,4.8,Pass
677498,BBB,2014J,Medium,4.58,Fail
677630,BBB,2014J,Medium,4.67,Fail
677706,BBB,2014J,Critical,9.6,Withdrawn
677744,BBB,2014J,Critical,9.43,Withdrawn
677846,BBB,2014J,Medium,5.22,Pass
677864,BBB,2014J,Critical,9.5,Withdrawn
677873,BBB,2014J,Medium,4.38,Pass
677877,BBB,2014J,High,7.45,Withdrawn
677879,BBB,2014J,High,5.53,Fail
677892,BBB,2014J,Medium,4.83,Pass
677922,BBB,2014J,Medium,4.8,Pass
677950,BBB,2014J,Critical,9.47,Withdrawn
677997,BBB,2014J,Medium,4.5,Fail
678016,BBB,2014J,Critical,9.5,Withdrawn
678025,BBB,2014J,Medium,4.04,Pass
678038,BBB,2014J,Medium,4.84,Pass
678057,BBB,2014J,Critical,8.39,Withdrawn
678080,BBB,2014J,High,6.43,Fail
678085,BBB,2014J,Medium,4.83,Fail
678105,BBB,2014J,Medium,4.53,Pass
678107,BBB,2014J,Critical,9.44,Withdrawn
678109,BBB,2014J,Critical,9.3,Withdrawn
678110,BBB,2014J,Medium,4.97,Pass
678114,BBB,2014J,Critical,9.6,Withdrawn
678144,BBB,2014J,Medium,5.48,Fail
678212,BBB,2014J,Critical,9.47,Withdrawn
678213,BBB,2014J,Critical,8.68,Withdrawn
678244,BBB,2014J,Medium,4.33,Pass
678246,BBB,2014J,Medium,4.64,Pass
678278,BBB,2014J,Critical,8.64,Withdrawn
678283,BBB,2014J,High,5.52,Fail
678314,BBB,2014J,Medium,4.44,Fail
678327,BBB,2014J,High,7.29,Withdrawn
678328,BBB,2014J,Critical,9.3,Withdrawn
678335,BBB,2014J,High,5.7,Fail
678367,BBB,2014J,Critical,7.65,Withdrawn
678373,BBB,2014J,Medium,4.66,Pass
678398,BBB,2014J,Critical,9.5,Withdrawn
678444,BBB,2014J,Medium,4.88,Fail
678550,BBB,2014J,Critical,9.47,Withdrawn
678575,BBB,2014J,Critical,7.95,Withdrawn
678578,BBB,2014J,Critical,9.07,Withdrawn
678585,BBB,2014J,Critical,9.53,Withdrawn
678623,BBB,2014J,Medium,4.74,Fail
678661,BBB,2014J,Medium,4.51,Pass
678680,BBB,2014J,Medium,4.92,Pass
678688,BBB,2014J,Medium,4.76,Pass
678702,BBB,2014J,Critical,9.45,Withdrawn
678770,BBB,2014J,Medium,4.39,Fail
678777,BBB,2014J,Critical,7.68,Withdrawn
678795,BBB,2014J,Critical,9.6,Withdrawn
678801,BBB,2014J,Critical,8.79,Withdrawn
678815,BBB,2014J,Medium,4.7,Distinction
678906,BBB,2014J,Medium,4.56,Pass
678953,BBB,2014J,Critical,9.36,Withdrawn
678955,BBB,2014J,Medium,4.92,Fail
678975,BBB,2014J,Critical,9.33,Withdrawn
678995,BBB,2014J,Medium,4.12,Pass
679057,BBB,2014J,Critical,9.47,Withdrawn
679059,BBB,2014J,Medium,4.6,Pass
679174,BBB,2014J,Medium,4.2,Pass
679218,BBB,2014J,Medium,5.21,Pass
679232,BBB,2014J,Medium,5.08,Pass
679439,BBB,2014J,Medium,4.53,Fail
679457,BBB,2014J,Medium,4.85,Fail
679504,BBB,2014J,Critical,9.53,Withdrawn
679528,BBB,2014J,Critical,9.6,Withdrawn
679559,BBB,2014J,Medium,5.01,Pass
679568,BBB,2014J,Critical,9.47,Withdrawn
679675,BBB,2014J,Critical,9.6,Withdrawn
679716,BBB,2014J,Medium,5.03,Pass
679724,BBB,2014J,Critical,7.64,Withdrawn
679726,BBB,2014J,Critical,9.29,Withdrawn
679747,BBB,2014J,Critical,9.4,Withdrawn
679798,BBB,2014J,Medium,5.13,Pass
679828,BBB,2014J,Medium,4.44,Distinction
679918,BBB,2014J,Medium,5.35,Pass
679919,BBB,2014J,Critical,9.6,Withdrawn
679967,BBB,2014J,Medium,4.26,Pass
679971,BBB,2014J,Medium,5.35,Fail
679989,BBB,2014J,Critical,7.51,Withdrawn
680009,BBB,2014J,Medium,5.18,Pass
680110,BBB,2014J,Critical,9.53,Withdrawn
680146,BBB,2014J,Medium,4.69,Pass
680162,BBB,2014J,Medium,4.69,Pass
680174,BBB,2014J,Medium,4.81,Fail
680219,BBB,2014J,Medium,4.26,Pass
680290,BBB,2014J,Medium,5.01,Pass
680453,BBB,2014J,Medium,5.25,Pass
680471,BBB,2014J,Medium,4.48,Fail
680522,BBB,2014J,Critical,9.59,Withdrawn
680530,BBB,2014J,Medium,4.83,Pass
680541,BBB,2014J,Medium,4.2,Pass
680545,BBB,2014J,Medium,4.87,Pass
680559,BBB,2014J,Medium,4.53,Fail
680560,BBB,2014J,Critical,9.53,Withdrawn
680591,BBB,2014J,High,7.36,Withdrawn
680723,BBB,2014J,Medium,4.48,Distinction
680732,BBB,2014J,Critical,9.47,Withdrawn
680787,BBB,2014J,Medium,4.84,Pass
680798,BBB,2014J,Medium,4.23,Pass
680816,BBB,2014J,Critical,9.6,Withdrawn
680862,BBB,2014J,Medium,4.89,Pass
680878,BBB,2014J,Critical,9.47,Withdrawn
680918,BBB,2014J,Medium,4.88,Pass
680926,BBB,2014J,Medium,4.05,Distinction
680959,BBB,2014J,Critical,9.37,Withdrawn
680970,BBB,2014J,Medium,4.12,Distinction
680991,BBB,2014J,Critical,9.53,Withdrawn
681016,BBB,2014J,Critical,9.4,Withdrawn
681089,BBB,2014J,Critical,9.53,Withdrawn
681150,BBB,2014J,Medium,4.0,Pass
681166,BBB,2014J,Critical,9.4,Withdrawn
681222,BBB,2014J,Medium,4.13,Distinction
681289,BBB,2014J,Medium,4.55,Fail
681384,BBB,2014J,High,6.52,Fail
681566,BBB,2014J,Medium,4.38,Pass
681581,BBB,2014J,Medium,4.53,Pass
681710,BBB,2014J,Medium,4.46,Fail
681716,BBB,2014J,Medium,4.24,Distinction
681752,BBB,2014J,Medium,4.35,Fail
